,Age,Gender,AnnualIncome,NumberOfPurchases,ProductCategory,TimeSpentOnWebsite,LoyaltyProgram,DiscountsAvailed,PurchaseStatus
740,47,Female,41550.69022122584,12,Sports,55.578808830376246,No,1,No
741,39,Male,59512.526593153554,0,Sports,9.735525809840947,No,5,No
742,37,Male,105404.17031472814,1,Sports,27.04873147358932,No,4,No
743,68,Female,145254.9013153865,15,Clothing,30.607402156890146,Yes,2,Yes
744,69,Female,76790.59133997334,4,Home Goods,32.93305465159598,No,1,No
745,19,Male,113383.05279836051,16,Home Goods,23.566583174373065,No,1,No
746,60,Male,105455.95268211672,2,Sports,44.87254853607645,Yes,1,No
747,44,Male,49607.465693417245,5,Sports,13.334429598071104,No,5,No
748,22,Female,106640.19617848864,10,Sports,59.81165504805239,No,5,Yes
749,70,Female,44197.666707935234,4,Sports,16.593685413651542,Yes,4,No
750,43,Female,131584.4179838857,15,Sports,28.294007892161723,No,2,No
751,63,Female,92623.51153855528,13,Beauty,55.138441079452114,Yes,1,Yes
752,42,Male,71281.9162141046,9,Sports,5.567281567100284,No,0,No
753,40,Female,58549.62556739518,8,Sports,21.695879757608417,Yes,0,No
754,45,Female,124468.45960739958,11,Sports,2.8492174626731366,No,3,No
755,36,Female,60218.45332216167,1,Electronics,15.36817199507264,No,4,No
756,43,Female,54787.04797463629,11,Beauty,45.10326526436613,No,3,Yes
757,62,Male,29221.188097390543,14,Clothing,39.32303455761597,No,5,No
758,56,Male,147878.26028424376,16,Clothing,58.394828397730194,No,2,No
759,46,Male,33178.47668191069,8,Beauty,51.180187466646935,Yes,2,No
760,25,Male,117289.96545791008,6,Home Goods,48.329977521315534,Yes,5,No
761,25,Male,83421.02571042711,14,Clothing,27.003603423971548,Yes,5,Yes
762,32,Female,140405.22889613165,9,Clothing,21.015003091203152,Yes,2,Yes
763,34,Male,45300.92653669946,11,Beauty,38.28092939556623,No,1,No
764,19,Female,120604.35524492033,12,Beauty,11.318152235496896,Yes,1,Yes
765,50,Male,64894.45379183542,18,Sports,26.483193337603897,Yes,1,No
766,62,Male,58974.068583480665,3,Beauty,29.008546500564563,Yes,3,No
767,20,Male,44443.215500004095,9,Home Goods,11.46373033792483,Yes,0,No
768,52,Male,77639.40186929441,20,Electronics,43.76243152254478,No,1,No
769,58,Female,109475.6506514308,14,Electronics,2.045117185953952,No,1,No
770,58,Male,28497.60048337008,11,Home Goods,28.328766742226307,No,0,No
771,30,Female,105378.2882516924,9,Sports,5.270974497594311,No,5,Yes
772,28,Male,105716.00988675177,16,Electronics,26.48737291634301,No,4,Yes
773,54,Female,60542.30152919482,6,Sports,43.42214714661058,No,4,Yes
774,19,Female,24590.47614223108,1,Beauty,14.971057541914629,No,5,No
775,33,Male,32750.7355019518,0,Beauty,53.69371073802588,No,5,No
776,60,Male,28149.65081084256,10,Home Goods,31.93458136206714,Yes,4,Yes
777,68,Male,133531.979061905,3,Home Goods,10.591111149953491,No,1,No
778,41,Female,53632.51348020732,15,Sports,10.418332649632967,Yes,3,Yes
779,33,Female,139349.95178588957,12,Home Goods,55.10752998871898,Yes,0,Yes
780,34,Female,20418.37426855623,9,Clothing,54.45995479214512,No,0,No
781,36,Female,64278.54165556792,19,Clothing,18.873764905514957,No,0,No
782,57,Male,42634.21359343096,11,Electronics,10.75978897557615,No,3,No
783,67,Male,102703.05741207024,19,Electronics,11.192648618526384,No,3,No
784,29,Male,21574.10178053537,14,Home Goods,45.46949041716565,No,4,Yes
785,37,Male,122360.31347780328,17,Beauty,10.067364012627564,Yes,5,No
786,34,Female,68252.41504689158,20,Home Goods,46.72982622000804,Yes,1,Yes
787,53,Male,100904.624400242,10,Clothing,18.54620659165739,No,4,No
788,64,Male,36992.34897622593,1,Beauty,43.52278160957405,No,2,No
789,22,Male,58834.3245665405,10,Home Goods,45.03876997058109,No,2,Yes
790,64,Female,100546.43413671784,20,Clothing,45.223188289044025,No,2,No
791,51,Female,142554.1614822346,18,Beauty,46.263072388494585,No,1,No
792,39,Male,61452.68638174805,11,Beauty,50.29687324807874,Yes,1,Yes
793,56,Female,40079.76713903209,0,Electronics,9.355417454210416,No,5,No
794,20,Male,31607.638188324483,19,Home Goods,38.20280582364252,No,0,No
795,40,Female,75588.17338143385,11,Home Goods,2.061299762770872,Yes,1,No
796,43,Male,25706.992543590663,0,Clothing,5.297872555166785,No,3,No
797,61,Male,145556.8809499186,13,Sports,17.23503663679601,Yes,3,Yes
798,68,Male,147528.35916114907,5,Clothing,32.02044986431031,Yes,4,Yes
799,45,Female,148444.67560022694,13,Electronics,42.42724914661733,No,1,No
800,18,Male,33697.43989261134,9,Clothing,14.7236278667766,No,3,No
801,28,Female,118670.68672785105,19,Beauty,56.17435577022065,No,5,Yes
802,70,Female,40803.24174021522,3,Beauty,51.067786562028,No,5,No
803,26,Female,84856.43638967245,7,Sports,48.1105703328951,No,1,Yes
804,61,Male,118307.769813523,20,Beauty,29.54714823196017,No,4,No
805,69,Male,27519.77842813088,6,Clothing,39.46021752520875,No,5,No
806,34,Male,133648.92820907285,4,Beauty,1.0748165380139243,No,2,No
807,56,Female,95714.94556694204,7,Electronics,31.282369769656093,No,2,No
808,21,Female,68691.87531261577,17,Home Goods,32.9310221805066,Yes,4,Yes
809,25,Female,76266.080287231,10,Electronics,19.039611523230107,No,0,No
810,47,Male,108350.64325556402,16,Sports,44.03551147486589,No,4,Yes
811,32,Female,77122.64866027879,14,Electronics,8.35228872815836,Yes,1,Yes
812,53,Female,51290.052538225646,2,Clothing,13.879883596879225,No,3,No
813,18,Male,96386.16324422225,6,Sports,38.915048177444966,No,4,Yes
814,34,Male,37397.68718996011,3,Clothing,10.656864160053944,No,5,No
815,69,Female,134136.66165785905,0,Clothing,26.768711252977425,No,4,No
816,26,Male,77709.52908582913,1,Home Goods,27.406627079970352,Yes,1,Yes
817,48,Male,129003.93839959324,4,Sports,53.7567473583777,No,2,No
818,20,Male,127256.42332340807,20,Clothing,30.50200101860687,No,3,Yes
819,28,Male,27494.185685873235,11,Clothing,45.9842267944069,Yes,0,Yes
820,22,Female,124870.1575603161,0,Electronics,4.228136315184757,No,0,No
821,39,Female,71019.5642098324,19,Beauty,28.97202247469375,No,1,No
822,26,Female,128438.79761008786,3,Sports,7.0714002121780375,No,1,No
823,41,Male,139958.43476674127,18,Beauty,32.81227369130434,No,3,Yes
824,38,Male,49299.56484087955,8,Beauty,49.249517404775744,No,0,No
825,48,Female,102674.1119312847,3,Home Goods,25.017529983359832,No,0,No
826,69,Male,103425.47164881256,3,Electronics,40.66728178962483,No,5,No
827,19,Male,54950.95686968516,17,Sports,27.7986507661496,No,2,Yes
828,18,Male,37122.953715282165,5,Clothing,51.4128499079388,Yes,5,Yes
829,55,Female,65884.60544880635,3,Home Goods,38.10351552038501,Yes,3,Yes
830,50,Male,115876.0867296709,10,Sports,53.80951699054886,No,4,Yes
831,28,Female,110430.3590445849,6,Clothing,42.82889176030288,No,4,Yes
832,64,Male,72557.66714313297,15,Beauty,55.609397542226034,Yes,4,Yes
833,63,Male,76497.47491163254,17,Electronics,59.621112196333904,No,1,No
834,44,Female,90784.60468350246,15,Electronics,46.44349717334252,No,5,Yes
835,23,Female,68006.50012802033,18,Electronics,40.55635325166805,No,4,Yes
836,63,Male,23531.764759322778,8,Electronics,49.00890597468117,No,2,No
837,39,Female,22203.19643564553,3,Electronics,37.358198310506125,No,4,No
838,68,Female,137794.43027722463,4,Electronics,41.775246333177215,No,3,No
839,22,Male,69899.05479584733,19,Clothing,3.7862677131905342,Yes,0,Yes
840,20,Female,119999.00921895738,12,Electronics,12.603366711028128,No,3,Yes
841,26,Female,144157.86649304855,18,Electronics,7.185309085153488,No,1,No
842,18,Male,46262.0368923237,19,Electronics,32.655010895213444,No,5,Yes
843,58,Male,62665.0579692105,7,Beauty,43.18221658955485,No,2,No
844,27,Male,56955.632080577176,3,Clothing,50.36705148248336,No,0,No
845,50,Male,46634.56563959264,13,Clothing,9.218837983766944,No,2,No
846,64,Female,59812.97070225952,12,Electronics,20.700245820066684,No,0,No
847,37,Male,84773.23869424897,2,Sports,8.540898817262581,No,2,No
848,42,Male,96535.09787707156,13,Clothing,56.91840533989674,No,4,Yes
849,53,Female,83384.25517753996,17,Clothing,29.72286450453297,No,5,No
850,39,Female,67538.49727397827,19,Clothing,26.848587410964416,No,3,Yes
851,18,Female,54456.03568225052,13,Sports,4.271268906526643,Yes,2,Yes
852,62,Male,122297.44021318835,12,Electronics,20.01716464369607,No,3,No
853,26,Male,103707.552960347,17,Clothing,12.223447918388116,Yes,3,Yes
854,42,Female,100218.64709531415,7,Beauty,55.31706006593577,Yes,3,Yes
855,22,Female,114814.82323143951,16,Beauty,38.04396573412399,No,0,Yes
856,30,Female,71294.88982769403,2,Sports,29.53775856566084,No,3,No
857,53,Male,137989.43033235217,16,Electronics,41.22534436951882,No,4,Yes
858,23,Male,88561.95087594792,17,Home Goods,57.82255372297035,Yes,4,Yes
859,39,Male,115006.72544749489,9,Home Goods,2.665496819391676,Yes,1,Yes
860,23,Male,22485.092275869323,10,Home Goods,31.83985778998846,No,3,Yes
861,58,Male,21580.380292060287,7,Beauty,7.80877459955008,No,1,No
862,59,Female,52058.4725471432,19,Clothing,25.939451602103198,Yes,2,No
863,31,Female,124452.756628595,5,Clothing,14.5933092193593,Yes,2,No
864,69,Female,53488.93864338384,5,Beauty,47.053790823435456,No,0,No
865,53,Male,139699.65910023646,6,Clothing,48.71878541836895,No,2,No
866,41,Female,114440.02296469062,12,Beauty,6.637987133541778,Yes,3,Yes
867,25,Female,126914.9085768762,15,Home Goods,56.5119144741476,No,2,Yes
868,50,Male,149406.87710487028,13,Sports,12.504807513740166,Yes,4,Yes
869,58,Female,20175.97134301086,5,Clothing,31.687956019296408,Yes,1,No
870,41,Female,30478.196788426205,2,Home Goods,36.26031395226512,No,3,No
871,65,Female,102495.71428153948,16,Electronics,1.8480041548888808,Yes,0,No
872,51,Male,144345.1817789324,20,Beauty,15.949384530930734,Yes,3,Yes
873,48,Female,112211.70770143924,2,Electronics,45.11433032677228,Yes,0,No
874,69,Male,84247.618142539,9,Sports,48.33270157487173,Yes,2,Yes
875,30,Female,116446.52250463296,12,Sports,49.26814593098315,Yes,2,Yes
876,50,Female,88040.81847866764,17,Sports,2.455527317888742,No,5,No
877,44,Female,75891.04006071926,19,Electronics,12.243986744514435,Yes,5,Yes
878,41,Male,61179.018018778464,11,Sports,40.37257913039391,No,5,Yes
879,68,Male,99988.74325907428,7,Home Goods,45.98950822875655,No,5,Yes
880,52,Female,142725.47219730171,15,Clothing,12.36877458688511,Yes,5,Yes
881,49,Female,87244.97733740922,13,Electronics,24.027437285553457,Yes,3,Yes
882,35,Female,132525.02893119177,4,Beauty,59.51807575535419,No,3,Yes
883,20,Male,97867.20606303736,6,Sports,7.6086910710241344,No,3,Yes
884,41,Female,77725.68739628638,1,Home Goods,52.22398147095976,No,3,No
885,40,Female,122134.71035043016,11,Sports,37.69686661553857,Yes,0,Yes
886,49,Female,70898.34076311781,12,Sports,25.71682421230772,No,4,No
887,70,Female,30423.401830647446,16,Sports,1.2336366377164223,Yes,5,No
888,19,Female,132592.4323695199,20,Beauty,25.88796029583655,Yes,5,Yes
889,23,Male,142301.98766540404,6,Sports,48.59991040787252,No,5,Yes
890,41,Female,65461.419866960445,0,Clothing,50.12893103461578,Yes,0,No
891,35,Male,89983.15262324274,11,Clothing,38.53188639595587,No,2,No
892,22,Female,58552.78858677099,16,Home Goods,23.8698528869451,No,2,No
893,56,Male,61794.441162224655,20,Home Goods,53.1083901224929,No,2,No
894,19,Male,49954.16607525549,20,Home Goods,6.822428437835316,No,2,No
895,28,Female,66413.81471610158,8,Clothing,14.412002193131618,Yes,0,Yes
896,68,Male,74443.13147964099,8,Sports,8.388571512096057,No,4,No
897,48,Female,139273.15960715874,8,Electronics,6.339282354656138,No,5,No
898,19,Female,100078.10853382328,11,Electronics,54.84369658610351,Yes,0,Yes
899,28,Male,28430.967282785885,4,Electronics,15.378784502356217,No,3,No
900,26,Male,21484.337849029573,9,Beauty,19.582171653206807,Yes,5,Yes
901,32,Female,48084.96372624795,16,Electronics,49.19652708074593,Yes,2,Yes
902,31,Male,102732.17812384292,5,Beauty,34.37877953818318,No,3,Yes
903,63,Male,124000.4526292786,10,Clothing,1.57698343803995,No,3,No
904,40,Male,49200.02953970075,1,Sports,6.120194289834439,No,2,No
905,58,Female,103739.39879186908,10,Beauty,20.24025734168881,Yes,4,Yes
906,38,Female,57705.9191551168,5,Clothing,50.67702815543535,No,4,Yes
907,65,Male,28964.542126334756,10,Home Goods,18.168963984315123,Yes,0,No
908,56,Female,65346.66941603231,1,Clothing,42.76851402865969,No,3,No
909,27,Male,33327.07532864168,5,Beauty,22.436031753087214,No,5,No
910,42,Female,120508.4436094273,20,Sports,27.334920186365636,No,3,No
911,59,Female,110170.34747159338,12,Electronics,26.141219887376646,No,2,No
912,31,Female,143693.79232298234,9,Clothing,5.32504326870947,No,4,No
913,62,Male,79728.07989277826,0,Clothing,31.25728638367338,Yes,2,No
914,68,Female,128657.37062836708,15,Electronics,35.70047869704629,No,3,Yes
915,23,Male,80098.42293007893,16,Beauty,18.668005712121023,Yes,5,Yes
916,25,Female,43949.2291009434,14,Sports,51.73650213682114,Yes,4,Yes
917,52,Male,112018.56263986992,11,Sports,48.23163020247812,Yes,3,Yes
918,47,Female,58647.802739953375,6,Electronics,47.64348560877816,No,5,No
919,49,Male,33246.10311348178,14,Clothing,3.37659709730484,Yes,1,Yes
920,36,Male,127701.0089283852,10,Clothing,53.35905975439678,No,1,Yes
921,68,Female,137935.35399175787,4,Home Goods,40.669349617999465,No,3,No
922,26,Male,109980.97442023717,4,Electronics,34.79287144435012,No,2,No
923,61,Male,118307.769813523,20,Beauty,29.54714823196017,No,4,No
924,35,Female,89415.77143120929,15,Home Goods,1.6225465721381322,No,2,No
925,24,Female,126755.77673152943,6,Clothing,16.808622256304027,No,4,Yes
926,67,Female,38456.358668929206,18,Clothing,51.33737292321023,No,0,No
927,34,Female,102767.05868173696,12,Beauty,57.28226839905812,Yes,5,Yes
928,30,Male,85709.16532835849,5,Beauty,10.65337283581075,No,5,No
929,36,Female,135712.6145738951,15,Beauty,23.65287352534516,No,5,Yes
930,64,Female,63629.35905507955,18,Clothing,23.77985214141157,Yes,4,Yes
931,27,Female,32549.481125407307,19,Clothing,19.970447521462106,Yes,3,Yes
932,34,Male,20679.84976057865,15,Beauty,25.408655882691797,Yes,4,Yes
933,20,Female,148048.65529831377,15,Sports,21.1466949898981,Yes,2,Yes
934,28,Female,20496.589945615804,9,Home Goods,36.85345282199785,No,0,No
935,69,Female,74463.21272437181,3,Clothing,21.94094085711296,No,2,No
936,42,Female,123123.97555697308,6,Electronics,49.27058928654028,No,1,No
937,50,Female,49158.15282705586,13,Beauty,32.589386795176594,No,2,No
938,69,Male,32088.78317700718,14,Clothing,9.473661306060158,No,1,No
939,59,Male,51043.507479600106,12,Clothing,40.66854779092903,Yes,0,Yes
940,65,Male,73442.42833809185,13,Clothing,55.866200050371056,No,3,Yes
941,29,Male,111152.08200673376,10,Beauty,7.327563176254918,Yes,2,Yes
942,46,Male,94330.40576628188,6,Sports,45.6358108663482,Yes,5,Yes
943,62,Male,97786.47295870863,9,Home Goods,27.76079576729531,No,1,No
944,38,Female,94558.76368922452,19,Clothing,43.90883975669361,No,0,Yes
945,47,Male,78545.62725770364,7,Beauty,5.656861447266327,Yes,5,Yes
946,23,Male,51446.12823467559,1,Clothing,9.83685076917326,Yes,0,No
947,37,Male,122519.94540741284,5,Beauty,21.34141624709257,No,5,No
948,52,Male,25838.46886943006,9,Sports,2.019994641038429,Yes,0,No
949,50,Male,100181.86902083036,0,Clothing,24.70699405750001,No,3,Yes
950,48,Male,35383.70482004035,10,Clothing,53.03655775329584,No,3,No
951,51,Female,85676.88056496296,7,Home Goods,8.04748415389286,No,5,No
952,66,Female,77089.47616238728,3,Sports,51.09358179153721,Yes,2,No
953,33,Female,33246.01044858176,13,Sports,39.84557612724547,No,1,No
954,69,Male,83842.44481981147,15,Clothing,28.34953365523413,Yes,5,No
955,50,Male,84002.31240015365,2,Home Goods,44.23976972015001,No,2,No
956,22,Male,123245.65306602095,14,Beauty,2.093342782065664,No,4,Yes
957,30,Male,58066.864771125416,5,Electronics,20.80526163792766,No,2,No
958,50,Male,136032.5695732417,3,Clothing,36.50775456934982,No,1,No
959,65,Female,124661.74140443616,11,Clothing,14.46178891130344,No,3,No
960,61,Female,39763.23090672425,5,Electronics,19.108933305892723,Yes,3,No
961,70,Male,119425.2741173894,4,Beauty,45.35588065466813,No,5,No
962,47,Female,61817.09865574132,12,Sports,8.696633186673465,Yes,4,Yes
963,38,Female,41703.90153713583,9,Beauty,57.627243399825176,No,4,Yes
964,59,Male,69454.6009759831,14,Sports,57.93078748860773,No,0,No
965,59,Male,24682.44637788543,4,Beauty,45.1082305578671,No,2,No
966,41,Female,102836.19198507644,6,Home Goods,2.130905363973689,Yes,5,Yes
967,24,Female,69282.2263273517,16,Sports,10.995921723501572,No,2,No
968,45,Male,122766.27325573504,16,Clothing,38.295223278492365,No,5,Yes
969,50,Female,24369.768023826746,3,Beauty,56.15868974671601,No,5,No
970,43,Female,68865.47706895001,14,Home Goods,37.5651234150024,Yes,3,Yes
971,60,Male,111906.9433692431,15,Sports,9.568276174999694,No,0,No
972,51,Male,49383.769716079965,1,Electronics,29.718311852786616,Yes,1,No
973,64,Female,116317.52729976928,8,Beauty,50.62533122739333,Yes,3,Yes
974,31,Female,34265.70582807546,7,Clothing,16.363783418486598,No,3,No
975,55,Male,74153.55770269799,12,Clothing,7.286523585750666,No,5,No
976,64,Female,55242.51298932855,0,Home Goods,56.05158153090256,No,5,Yes
977,32,Male,87474.19641684134,13,Sports,26.821131856798523,No,5,Yes
978,45,Male,112826.85403915647,3,Beauty,24.12788458945976,No,0,No
979,26,Male,75855.38565606155,2,Electronics,16.88219462892501,Yes,2,No
980,22,Male,121637.10223484164,2,Beauty,7.814846103231505,No,5,No
981,64,Male,22512.59201928813,3,Beauty,58.51142076180437,No,3,No
982,69,Female,74463.21272437181,3,Clothing,21.94094085711296,No,2,No
983,52,Male,80332.3707289555,4,Clothing,52.55388673477296,Yes,5,Yes
984,20,Male,83318.04944646166,2,Sports,16.050512537110386,Yes,0,No
985,61,Male,44075.42382277083,18,Electronics,55.75283996703348,No,0,No
986,54,Female,105362.03958202388,11,Beauty,9.4279085479235,No,1,No
987,64,Female,84680.1807789933,2,Home Goods,34.02794760860609,No,1,No
988,65,Female,67090.60741479749,12,Clothing,41.6976835914591,No,1,No
989,23,Male,107292.2893267369,10,Sports,32.34086176235618,No,0,Yes
990,18,Male,47643.7689282425,15,Electronics,7.269688382751354,Yes,5,Yes
991,19,Male,137376.34937495834,12,Sports,7.494351850682374,No,3,Yes
992,20,Female,122036.60702449078,17,Sports,38.46085407694688,No,3,Yes
993,36,Male,49670.59725418089,19,Sports,35.820075645334896,No,2,No
994,45,Female,145322.2629253013,16,Beauty,34.37060813713456,No,0,No
995,20,Female,134117.9101597653,10,Beauty,31.6936856697375,No,4,Yes
996,41,Female,64051.8844140377,18,Electronics,16.152972225785927,Yes,0,No
997,46,Female,108414.54510810644,8,Beauty,18.25838620012083,Yes,0,Yes
998,34,Female,134420.37592979305,15,Beauty,19.72005004277841,No,3,Yes
999,41,Male,28476.596863863968,2,Home Goods,13.809090538723533,No,5,No
1000,36,Male,68244.68199591662,19,Home Goods,1.5557715023742742,Yes,3,Yes
1001,24,Female,76888.40612720096,15,Home Goods,39.9629068913537,No,0,Yes
1002,51,Male,34832.45203543134,14,Home Goods,29.297880707923028,No,0,No
1003,22,Female,104911.1627690668,6,Electronics,27.393682391331915,No,3,Yes
1004,55,Female,127216.620855111,16,Clothing,47.92198309381337,Yes,1,No
1005,53,Male,20715.753890854707,11,Clothing,23.981445530779112,Yes,5,No
1006,24,Male,98139.64168403028,11,Home Goods,37.69426729164584,No,5,Yes
1007,69,Male,126181.33064573268,1,Home Goods,4.216201504740693,No,0,No
1008,62,Male,25060.89523233677,13,Beauty,26.599394860643287,No,3,No
1009,18,Female,128120.61567785055,10,Beauty,31.984079752586076,No,0,Yes
1010,50,Female,39521.97010621542,6,Electronics,13.846005081293075,No,2,No
1011,32,Female,144193.50924551068,18,Electronics,36.533121840258175,No,3,Yes
1012,60,Female,122703.95671991796,20,Sports,36.57068007372068,No,4,Yes
1013,45,Female,120618.87915985912,12,Clothing,17.93222116882105,Yes,5,Yes
1014,26,Male,21175.000980307985,12,Clothing,15.42788613607366,No,5,No
1015,47,Female,54762.26362148037,9,Beauty,53.36497255585841,Yes,4,Yes
1016,57,Female,54355.91421062311,12,Home Goods,45.6741580612362,No,4,No
1017,27,Male,33327.07532864168,5,Beauty,22.436031753087214,No,5,No
1018,49,Male,57601.82035644509,7,Beauty,19.670820015474,No,5,No
1019,55,Female,76809.46513653072,3,Sports,31.50337070937281,No,0,No
1020,54,Male,122568.07078970314,2,Clothing,51.94985137690028,Yes,1,No
1021,52,Male,28664.765272889694,16,Beauty,47.54669441298389,No,5,No
1022,57,Female,31518.05585835024,5,Sports,54.70278264303202,No,4,No
1023,49,Female,70898.34076311781,12,Sports,25.71682421230772,No,4,No
1024,58,Female,81820.98487328747,14,Home Goods,55.25845957365638,No,0,No
1025,41,Female,27551.95377044547,14,Sports,7.884658076218089,No,2,No
1026,57,Female,50546.54264947386,12,Beauty,26.222945897966326,No,5,No
1027,48,Male,61203.05641284551,13,Clothing,24.81392782092393,No,3,No
1028,29,Male,139539.03320528648,11,Electronics,34.92915472603948,No,4,Yes
1029,54,Female,47391.64530273641,15,Clothing,53.26940475216208,Yes,4,Yes
1030,18,Male,147548.68513293687,6,Electronics,52.66998979269017,No,5,Yes
1031,60,Female,131349.8390872305,12,Clothing,36.54402548182512,Yes,3,Yes
1032,54,Male,93452.8590716721,2,Home Goods,17.01442099228714,No,2,No
1033,21,Male,84513.637874707,14,Electronics,38.11966320424883,No,5,Yes
1034,56,Male,60865.51471388729,2,Electronics,42.10853408118886,No,4,No
1035,66,Female,90659.968254544,7,Home Goods,50.89288340584086,No,5,Yes
1036,35,Female,53775.71713685445,18,Electronics,24.39884388879345,No,3,Yes
1037,64,Female,121448.89606422745,18,Beauty,36.7212246330152,Yes,4,Yes
1038,54,Female,117167.77285757022,3,Home Goods,19.036426012818826,Yes,4,No
1039,27,Female,55283.21945807287,10,Home Goods,16.841790117917284,No,0,No
1040,24,Male,101106.458717913,16,Clothing,16.0012904983469,Yes,0,Yes
1041,64,Male,64250.32355308574,12,Electronics,19.609567084262327,No,5,No
1042,66,Male,124009.22593089074,7,Sports,52.24461701636442,No,0,No
1043,18,Female,95046.27380030706,5,Electronics,30.992973766310943,Yes,2,Yes
1044,47,Male,95178.79192464688,19,Electronics,27.928392943033035,No,5,No
1045,20,Male,129291.393641456,11,Home Goods,56.48933471226764,No,0,Yes
1046,31,Male,35780.23436072284,20,Clothing,14.162093737209515,Yes,0,No
1047,44,Female,146500.16118640327,13,Electronics,16.025039499514364,Yes,2,No
1048,63,Male,124000.4526292786,10,Clothing,1.57698343803995,No,3,No
1049,60,Female,99682.14572428832,19,Beauty,22.58805861845065,No,5,No
1050,36,Female,20567.22505454018,13,Beauty,28.83022724658136,No,0,No
1051,42,Female,141860.44864462546,15,Sports,49.20931885083891,No,1,No
1052,55,Male,45752.69225876621,3,Home Goods,43.179007846560026,No,1,No
1053,19,Male,106658.0622760605,19,Sports,1.2309322383880477,Yes,5,Yes
1054,22,Female,25463.207772282687,2,Beauty,43.64335188463694,Yes,4,Yes
1055,61,Female,118945.79981561056,4,Electronics,19.62754665645883,No,0,No
1056,47,Male,85081.15484915432,7,Beauty,18.001706850153127,No,0,No
1057,65,Male,56305.89149907336,11,Home Goods,36.669872505236285,No,4,Yes
1058,23,Female,45458.300937455104,3,Beauty,33.410255545974884,No,3,No
1059,41,Male,84539.94980618896,15,Electronics,2.7210236451538545,No,3,No
1060,45,Male,31022.96208595442,16,Home Goods,55.34748893066967,No,2,No
1061,39,Female,53820.51282506665,8,Beauty,23.541179068152363,No,2,No
1062,29,Female,110297.4055429271,19,Clothing,20.528524908600776,Yes,3,Yes
1063,21,Male,58640.91500212024,17,Electronics,3.244901520295364,Yes,5,Yes
1064,61,Female,47194.11050303062,3,Beauty,47.76886179811329,Yes,2,No
1065,70,Female,67880.23896589028,2,Electronics,47.12201035128081,No,2,No
1066,54,Female,96629.01863301064,10,Electronics,42.63978401118211,No,3,Yes
1067,47,Male,47559.22711082555,17,Beauty,15.200213793827238,No,5,No
1068,64,Male,38477.826093149495,17,Beauty,6.394149862840845,Yes,1,No
1069,42,Male,74528.23921445076,19,Sports,4.805544762507147,Yes,1,No
1070,48,Male,61203.05641284551,13,Clothing,24.81392782092393,No,3,No
1071,25,Male,45905.14374068411,20,Sports,41.711523612498624,No,1,No
1072,61,Female,33701.11835401468,6,Electronics,27.8523296309334,No,2,No
1073,63,Female,130496.79829248606,1,Electronics,7.11456686236694,Yes,4,No
1074,32,Female,88855.76411293058,9,Beauty,31.749249769898714,No,5,Yes
1075,56,Male,24773.77712510675,7,Home Goods,22.24587821614468,No,4,No
1076,49,Female,98244.60665272188,14,Sports,31.37226986105493,Yes,5,Yes
1077,41,Female,112640.77330280669,5,Beauty,6.8860499044677015,Yes,1,No
1078,33,Female,92502.14741250571,8,Beauty,40.649165968651566,Yes,0,Yes
1079,21,Female,123108.57361957611,11,Beauty,3.456997318058839,No,1,No
1080,38,Female,129766.42075615008,14,Clothing,41.52954466520711,No,4,Yes
1081,35,Male,106630.10376516684,8,Sports,54.55729721423304,Yes,1,Yes
1082,53,Male,143788.8321406873,0,Beauty,8.341618268858557,No,1,No
1083,49,Female,74308.92730576296,13,Clothing,56.13079279370831,Yes,5,Yes
1084,19,Male,120829.54062029257,20,Sports,17.138979711114278,No,0,No
1085,52,Female,144359.90074084955,9,Sports,8.70968519438248,No,5,No
1086,55,Male,25686.07940016316,15,Home Goods,23.929225790819064,No,3,No
1087,22,Male,69652.15315487646,2,Sports,13.131667774261125,No,1,No
1088,43,Female,119783.79170732938,10,Clothing,31.62227992113479,No,5,Yes
1089,22,Female,117323.880436406,18,Sports,42.65313069699829,Yes,1,Yes
1090,68,Female,117945.62989340596,13,Clothing,47.2799342708956,No,2,No
1091,59,Male,138961.70889291563,13,Beauty,21.158799855288795,Yes,1,No
1092,46,Female,31968.70819072181,16,Electronics,15.333776339535593,Yes,1,Yes
1093,53,Female,147921.71121736034,10,Beauty,22.23955270796441,No,0,No
1094,37,Male,48326.03205314871,14,Clothing,40.65109988981635,Yes,3,Yes
1095,62,Male,122297.44021318835,12,Electronics,20.01716464369607,No,3,No
1096,70,Female,34883.39294856766,18,Clothing,23.37772011192513,No,0,No
1097,67,Female,136028.02769413,20,Home Goods,11.230367906161042,Yes,4,Yes
1098,30,Male,51183.634658272815,17,Clothing,27.74278018454626,Yes,0,Yes
1099,45,Male,71367.90662436142,9,Sports,27.40251462081527,No,3,No
1100,70,Female,52791.33262253701,1,Clothing,11.821994966379409,Yes,3,No
1101,46,Female,71476.16144611913,18,Clothing,36.36215664101236,Yes,3,Yes
1102,66,Female,40038.855613203326,4,Clothing,52.41782396368591,No,1,No
1103,46,Female,118054.44653511296,6,Clothing,1.2422659709494588,No,2,No
1104,21,Male,59545.83355271651,10,Clothing,12.087631514553928,No,0,No
1105,55,Male,70438.27879309304,14,Clothing,36.464378876381865,Yes,5,Yes
1106,31,Male,96846.93942360714,15,Sports,37.03317499903258,No,1,Yes
1107,39,Male,141979.62639830273,3,Beauty,13.417120658415522,No,1,No
1108,49,Female,138198.62676200282,19,Electronics,58.12432161091142,No,1,No
