año,NCODI,Cód CCAA (Todas),Desc CCAA (Todas),FINALIDAD agrupada para Anonimización,Cód Grupo Finalidad,Desc Grupo Finalidad,Cód Finalidad,Cód Concierto,Desc Concierto,Cód Pertenencia SNS,Desc Pertenencia SNS
2020,490,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C1290",1,"Sin concierto.",1,"Públicos-SNS"
2020,500,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,206,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,58,"03","ASTURIAS","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,572,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,180,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,549,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,748,"21","LA RIOJA-CEUTA-MELILLA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,198,"21","LA RIOJA-CEUTA-MELILLA","Otros",2,"Hospitales De Media Y Larga Estancia","C13",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,871,"21","LA RIOJA-CEUTA-MELILLA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,948,"21","LA RIOJA-CEUTA-MELILLA","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,1051,"21","LA RIOJA-CEUTA-MELILLA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",1,"Públicos-SNS"
2020,1083,"21","LA RIOJA-CEUTA-MELILLA","Otros",2,"Hospitales De Media Y Larga Estancia","C13",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,1096,"21","LA RIOJA-CEUTA-MELILLA","Otros",2,"Hospitales De Media Y Larga Estancia","C13",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,1159,"21","LA RIOJA-CEUTA-MELILLA","Agudos",1,"Hospitales De Agudos","C1290",1,"Sin concierto.",2,"Privados"
2020,679,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,176,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,537,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,608,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,596,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,749,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,758,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1104,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,567,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,677,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,670,"13","MADRID","Agudos",1,"Hospitales De Agudos","C121",1,"Sin concierto.",1,"Públicos-SNS"
2020,588,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,753,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,887,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",1,"Públicos-SNS"
2020,245,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,603,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,426,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,232,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,288,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,246,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,284,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,18,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",2,"Concierto parcial",2,"Privados"
2020,356,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",2,"Concierto parcial",2,"Privados"
2020,401,"13","MADRID","Otros",2,"Hospitales De Media Y Larga Estancia","C13",2,"Concierto parcial",2,"Privados"
2020,733,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",32,"Concierto sustitutorio",1,"Públicos-SNS"
2020,243,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,380,"13","MADRID","Otros",2,"Hospitales De Media Y Larga Estancia","C13",2,"Concierto parcial",2,"Privados"
2020,716,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,534,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,185,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,258,"13","MADRID","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,505,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,268,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,602,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,254,"13","MADRID","Agudos",1,"Hospitales De Agudos","C12",2,"Concierto parcial",2,"Privados"
2020,705,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,133,"13","MADRID","Agudos",1,"Hospitales De Agudos","C123",1,"Sin concierto.",2,"Privados"
2020,33,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,143,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,36,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,756,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",32,"Concierto sustitutorio",1,"Públicos-SNS"
2020,662,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,192,"13","MADRID","Otros",2,"Hospitales De Media Y Larga Estancia","C13",1,"Sin concierto.",1,"Públicos-SNS"
2020,382,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",2,"Concierto parcial",2,"Privados"
2020,322,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",2,"Concierto parcial",2,"Privados"
2020,478,"13","MADRID","Agudos",1,"Hospitales De Agudos","C1290",1,"Sin concierto.",1,"Públicos-SNS"
2020,352,"13","MADRID","Otros",2,"Hospitales De Media Y Larga Estancia","C13",1,"Sin concierto.",1,"Públicos-SNS"
2020,628,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,495,"13","MADRID","Agudos",1,"Hospitales De Agudos","C1290",1,"Sin concierto.",1,"Públicos-SNS"
2020,845,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,498,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,314,"13","MADRID","Otros",2,"Hospitales De Media Y Larga Estancia","C13",1,"Sin concierto.",1,"Públicos-SNS"
2020,720,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,721,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,485,"13","MADRID","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,273,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,846,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,847,"13","MADRID","Agudos",1,"Hospitales De Agudos","C1290",1,"Sin concierto.",2,"Privados"
2020,848,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,916,"13","MADRID","Agudos",1,"Hospitales De Agudos","C122",2,"Concierto parcial",2,"Privados"
2020,930,"13","MADRID","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,954,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,943,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,949,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,980,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,981,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,1024,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,1017,"13","MADRID","Otros",2,"Hospitales De Media Y Larga Estancia","C13",2,"Concierto parcial",2,"Privados"
2020,1000,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,1018,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1001,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,1007,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1008,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1010,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1011,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1012,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1013,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1041,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",2,"Concierto parcial",2,"Privados"
2020,1073,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1087,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1109,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1110,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,1112,"13","MADRID","Agudos",1,"Hospitales De Agudos","C12",2,"Concierto parcial",2,"Privados"
2020,1156,"13","MADRID","Agudos",1,"Hospitales De Agudos","C12",1,"Sin concierto.",1,"Públicos-SNS"
2020,1155,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,1148,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,1126,"13","MADRID","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1160,"13","MADRID","Otros",2,"Hospitales De Media Y Larga Estancia","C13",2,"Concierto parcial",2,"Privados"
2020,1152,"13","MADRID","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",1,"Públicos-SNS"
2020,789,"01","ANDALUCÍA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",2,"Concierto parcial",2,"Privados"
2020,326,"01","ANDALUCÍA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",2,"Concierto parcial",2,"Privados"
2020,442,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,294,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,378,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,402,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,29,"01","ANDALUCÍA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,450,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,656,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,333,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,684,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,422,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,763,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,741,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,553,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,899,"01","ANDALUCÍA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,900,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,950,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,966,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,967,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C12",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,982,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,1080,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,1074,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,1084,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,1113,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,1137,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,1142,"01","ANDALUCÍA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,722,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,660,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,75,"14","REGIÓN DE MURCIA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",1,"Públicos-SNS"
2020,249,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,227,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,150,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,47,"14","REGIÓN DE MURCIA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,172,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,581,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,120,"14","REGIÓN DE MURCIA","Otros",2,"Hospitales De Media Y Larga Estancia","C13",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,445,"14","REGIÓN DE MURCIA","Otros",2,"Hospitales De Media Y Larga Estancia","C13",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,471,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,53,"14","REGIÓN DE MURCIA","Otros",2,"Hospitales De Media Y Larga Estancia","C13",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,199,"14","REGIÓN DE MURCIA","Otros",2,"Hospitales De Media Y Larga Estancia","C13",2,"Concierto parcial",2,"Privados"
2020,575,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,528,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,631,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,699,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,823,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C12",1,"Sin concierto.",1,"Públicos-SNS"
2020,849,"14","REGIÓN DE MURCIA","Agudos",1,"Hospitales De Agudos","C1290",1,"Sin concierto.",1,"Públicos-SNS"
2020,582,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,743,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,795,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,269,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C1290",1,"Sin concierto.",2,"Privados"
2020,634,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",32,"Concierto sustitutorio",1,"Públicos-SNS"
2020,1,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,717,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,373,"03","ASTURIAS","Otros",2,"Hospitales De Media Y Larga Estancia","C13",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,824,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,888,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,902,"03","ASTURIAS","Otros",2,"Hospitales De Media Y Larga Estancia","C13",1,"Sin concierto.",2,"Privados"
2020,968,"03","ASTURIAS","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,1154,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1130,"03","ASTURIAS","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,1141,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C12",1,"Sin concierto.",2,"Privados"
2020,1145,"03","ASTURIAS","Otros",2,"Hospitales De Media Y Larga Estancia","C13",1,"Sin concierto.",2,"Privados"
2020,1122,"03","ASTURIAS","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,1133,"03","ASTURIAS","Agudos",1,"Hospitales De Agudos","C12",1,"Sin concierto.",2,"Privados"
2020,346,"07","CASTILLA Y LEÓN","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",2,"Concierto parcial",2,"Privados"
2020,27,"07","CASTILLA Y LEÓN","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,165,"07","CASTILLA Y LEÓN","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,956,"07","CASTILLA Y LEÓN","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,149,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,612,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,559,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,7,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,283,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,37,"05","CANARIAS","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,153,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,547,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,397,"05","CANARIAS","Otros",2,"Hospitales De Media Y Larga Estancia","C13",1,"Sin concierto.",1,"Públicos-SNS"
2020,556,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,42,"05","CANARIAS","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,31,"05","CANARIAS","Otros",2,"Hospitales De Media Y Larga Estancia","C13",2,"Concierto parcial",2,"Privados"
2020,740,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,217,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,863,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,889,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,984,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1106,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,1146,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,34,"12","GALICIA","Otros",2,"Hospitales De Media Y Larga Estancia","C13",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,791,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,430,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C12",1,"Sin concierto.",1,"Públicos-SNS"
2020,715,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",32,"Concierto sustitutorio",1,"Públicos-SNS"
2020,524,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,432,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C1290",2,"Concierto parcial",2,"Privados"
2020,19,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C123",1,"Sin concierto.",2,"Privados"
2020,25,"12","GALICIA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",1,"Sin concierto.",2,"Privados"
2020,26,"12","GALICIA","Otros",2,"Hospitales De Salud Mental Y Toxicomanias","C14",31,"Red de utilización pública de agudos, sociosanitaria o salud mental",1,"Públicos-SNS"
2020,890,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,904,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,957,"12","GALICIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,939,"07","CASTILLA Y LEÓN","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,236,"07","CASTILLA Y LEÓN","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,735,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,363,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,187,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,295,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,496,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,391,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,240,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,448,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,425,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,300,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",2,"Privados"
2020,339,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,874,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,905,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,1123,"05","CANARIAS","Agudos",1,"Hospitales De Agudos","C11",2,"Concierto parcial",2,"Privados"
2020,736,"06","CANTABRIA","Agudos",1,"Hospitales De Agudos","C11",1,"Sin concierto.",1,"Públicos-SNS"
2020,459,"06","CANTABRIA","Agudos",1,"Hospitales De Agudos","C12",1,"Sin concierto.",1,"Públicos-SNS"
