"año";"NCODI";"ccaa_Codigo";"ccaa";"cod_finalidad agrupada";"Finalidad_agrupada";"cod_depend_agrupada";"Depend_agrupada"
2010;620,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;384,00;"08";"CASTILLA-LA MANCHA";"1";"Agudos";"1";"Públicos_SNS"
2010;484,00;"08";"CASTILLA-LA MANCHA";"1";"Agudos";"1";"Públicos_SNS"
2010;554,00;"08";"CASTILLA-LA MANCHA";"1";"Agudos";"1";"Públicos_SNS"
2010;209,00;"08";"CASTILLA-LA MANCHA";"1";"Agudos";"2";"Privados"
2010;707,00;"08";"CASTILLA-LA MANCHA";"1";"Agudos";"1";"Públicos_SNS"
2010;395,00;"08";"CASTILLA-LA MANCHA";"1";"Agudos";"1";"Públicos_SNS"
2010;969,00;"08";"CASTILLA-LA MANCHA";"1";"Agudos";"2";"Privados"
2010;1052,00;"08";"CASTILLA-LA MANCHA";"2";"Otros";"1";"Públicos_SNS"
2010;739,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;613,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;593,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;704,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;493,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;686,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;257,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;494,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;681,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;286,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;255,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;79,00;"10";"COMUNIDAD VALENCIANA";"2";"Otros";"1";"Públicos_SNS"
2010;81,00;"10";"COMUNIDAD VALENCIANA";"2";"Otros";"2";"Privados"
2010;688,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;531,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;514,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;499,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;532,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;190,00;"10";"COMUNIDAD VALENCIANA";"2";"Otros";"1";"Públicos_SNS"
2010;598,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;260,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;838,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;839,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;851,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"2";"Privados"
2010;852,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;988,00;"10";"COMUNIDAD VALENCIANA";"2";"Otros";"1";"Públicos_SNS"
2010;1056,00;"10";"COMUNIDAD VALENCIANA";"1";"Agudos";"1";"Públicos_SNS"
2010;644,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;752,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;238,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;325,00;"07";"CASTILLA Y LEÓN";"2";"Otros";"2";"Privados"
2010;622,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;879,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;906,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;370,00;"16";"PAÍS VASCO";"2";"Otros";"1";"Públicos_SNS"
2010;418,00;"16";"PAÍS VASCO";"1";"Agudos";"1";"Públicos_SNS"
2010;574,00;"16";"PAÍS VASCO";"1";"Agudos";"1";"Públicos_SNS"
2010;399,00;"16";"PAÍS VASCO";"1";"Agudos";"2";"Privados"
2010;195,00;"16";"PAÍS VASCO";"1";"Agudos";"2";"Privados"
2010;783,00;"16";"PAÍS VASCO";"1";"Agudos";"1";"Públicos_SNS"
2010;188,00;"16";"PAÍS VASCO";"1";"Agudos";"2";"Privados"
2010;263,00;"16";"PAÍS VASCO";"1";"Agudos";"2";"Privados"
2010;194,00;"16";"PAÍS VASCO";"1";"Agudos";"2";"Privados"
2010;214,00;"16";"PAÍS VASCO";"1";"Agudos";"2";"Privados"
2010;785,00;"16";"PAÍS VASCO";"1";"Agudos";"1";"Públicos_SNS"
2010;780,00;"16";"PAÍS VASCO";"1";"Agudos";"1";"Públicos_SNS"
2010;83,00;"16";"PAÍS VASCO";"2";"Otros";"1";"Públicos_SNS"
2010;782,00;"16";"PAÍS VASCO";"1";"Agudos";"1";"Públicos_SNS"
2010;369,00;"16";"PAÍS VASCO";"2";"Otros";"1";"Públicos_SNS"
2010;84,00;"16";"PAÍS VASCO";"2";"Otros";"2";"Privados"
2010;713,00;"16";"PAÍS VASCO";"1";"Agudos";"2";"Privados"
2010;85,00;"16";"PAÍS VASCO";"2";"Otros";"1";"Públicos_SNS"
2010;86,00;"16";"PAÍS VASCO";"2";"Otros";"1";"Públicos_SNS"
2010;941,00;"16";"PAÍS VASCO";"2";"Otros";"2";"Privados"
2010;1045,00;"16";"PAÍS VASCO";"1";"Agudos";"2";"Privados"
2010;937,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;1004,00;"07";"CASTILLA Y LEÓN";"1";"Agudos";"2";"Privados"
2010;737,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;765,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;329,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;87,00;"02";"ARAGÓN";"2";"Otros";"1";"Públicos_SNS"
2010;527,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;562,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;251,00;"02";"ARAGÓN";"1";"Agudos";"2";"Privados"
2010;129,00;"02";"ARAGÓN";"2";"Otros";"2";"Privados"
2010;154,00;"02";"ARAGÓN";"2";"Otros";"2";"Privados"
2010;516,00;"02";"ARAGÓN";"1";"Agudos";"2";"Privados"
2010;184,00;"02";"ARAGÓN";"1";"Agudos";"2";"Privados"
2010;652,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;637,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;88,00;"02";"ARAGÓN";"2";"Otros";"2";"Privados"
2010;907,00;"02";"ARAGÓN";"2";"Otros";"1";"Públicos_SNS"
2010;970,00;"02";"ARAGÓN";"2";"Otros";"2";"Privados"
2010;1019,00;"02";"ARAGÓN";"1";"Agudos";"1";"Públicos_SNS"
2010;1016,00;"02";"ARAGÓN";"1";"Agudos";"2";"Privados"
2010;1047,00;"21";"LA RIOJA-CEUTA-MELILLA";"1";"Agudos";"1";"Públicos_SNS"
2010;635,00;"21";"LA RIOJA-CEUTA-MELILLA";"1";"Agudos";"1";"Públicos_SNS"
