"año";"NCODI";"camas instaladas";"incubadoras_instalada";"paritorios_instalada";"quirofanos_instalada";"salasHemo_instalada";"camas_funcionamiento";"incubadoras_funcionamiento";"paritorios_funcionamiento";"quirofanos_funcionamiento";"salasHemo_funcionamiento";"salas_rx_Hospital";"salas_rx_CEP";"puesto_HDia_medico";"puesto_HDia_psiquiatrico";"puesto_HDia_geriatrico";"integradasPuestos_HDia_CMA";"propiasPuestos_HDia_CMA";"propiasQuirofanos_HDia_CMA"
2010;1002,00;"Menos de 200 camas";0;0;0;0;60;0;0;0;0;0;0;0;0;0;0;0;0
2010;1015,00;"501 - 1000 camas";15;2;16;1;556;15;2;16;1;15;0;47;0;2;16;0;0
2010;703,00;"200 - 500 camas";26;6;15;0;490;26;6;15;0;2;0;42;0;0;0;0;0
2010;474,00;"200 - 500 camas";0;0;10;1;486;0;0;10;1;6;0;38;20;0;7;0;0
2010;51,00;"Menos de 200 camas";0;0;0;0;16;0;0;0;0;0;0;0;1;0;0;0;0
2010;441,00;"Menos de 200 camas";0;0;7;0;193;0;0;7;0;3;0;0;0;0;0;0;0
2010;327,00;"Menos de 200 camas";0;0;0;0;198;0;0;0;0;0;0;0;0;38;0;0;0
2010;690,00;"200 - 500 camas";7;2;15;2;350;7;2;15;2;8;0;24;0;0;0;0;0
2010;262,00;"Menos de 200 camas";2;2;7;0;90;2;2;7;0;2;0;3;0;0;0;7;0
2010;403,00;"Menos de 200 camas";0;0;3;0;13;0;0;3;0;1;0;0;0;0;0;0;0
2010;312,00;"Menos de 200 camas";0;0;0;0;148;0;0;0;0;0;0;0;15;0;0;0;0
2010;507,00;"Menos de 200 camas";0;0;4;0;96;0;0;4;0;4;0;0;0;0;0;0;0
2010;589,00;"Menos de 200 camas";2;1;3;0;97;2;1;3;0;6;0;6;0;0;6;0;0
2010;665,00;"Menos de 200 camas";3;2;4;0;172;2;2;4;0;4;0;3;0;0;0;0;0
2010;334,00;"Menos de 200 camas";0;0;0;0;21;0;0;0;0;0;0;0;0;0;0;0;0
2010;751,00;"501 - 1000 camas";12;3;22;1;893;12;3;22;1;11;3;76;18;0;0;26;4
2010;186,00;"Menos de 200 camas";1;0;3;1;49;1;0;3;1;3;0;0;0;0;0;0;0
2010;646,00;"Menos de 200 camas";2;1;2;0;102;2;1;2;0;2;0;8;0;0;2;1;2
2010;536,00;"Menos de 200 camas";1;1;3;0;79;1;1;3;0;3;0;8;0;0;0;0;0
2010;242,00;"Menos de 200 camas";2;1;2;0;49;0;1;2;0;2;0;0;0;0;0;0;0
2010;490,00;"200 - 500 camas";0;0;5;0;159;0;0;4;0;1;0;0;0;15;16;0;0
2010;500,00;"200 - 500 camas";2;2;5;1;126;2;2;5;1;4;0;9;0;0;0;0;0
2010;206,00;"Menos de 200 camas";0;0;3;0;48;0;0;3;0;1;0;0;0;0;0;0;0
2010;58,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0
2010;572,00;"200 - 500 camas";7;4;11;0;360;7;4;10;0;10;0;17;50;0;12;0;0
2010;180,00;"Menos de 200 camas";0;0;2;0;88;0;0;2;0;1;0;0;0;0;0;0;0
2010;549,00;"Menos de 200 camas";4;2;3;0;103;4;2;3;0;6;0;2;0;0;0;0;0
2010;582,00;"Menos de 200 camas";3;3;3;1;111;3;3;3;1;3;0;4;0;0;2;0;0
2010;743,00;"200 - 500 camas";15;2;12;0;451;15;2;7;0;6;1;38;0;0;20;0;0
2010;795,00;"Menos de 200 camas";0;0;5;0;111;0;0;5;0;1;0;0;0;0;0;0;0
2010;269,00;"Menos de 200 camas";0;0;3;0;24;0;0;3;0;1;0;0;0;0;0;0;0
2010;634,00;"200 - 500 camas";0;0;6;0;210;0;0;5;0;3;0;6;0;0;6;0;0
2010;1,00;"Menos de 200 camas";2;1;4;0;46;2;1;4;0;0;0;0;0;0;0;0;0
2010;717,00;"200 - 500 camas";8;2;5;0;206;8;2;4;0;5;0;13;15;0;8;0;0
2010;373,00;"Menos de 200 camas";0;0;0;0;138;0;0;0;0;1;0;0;0;0;0;0;0
2010;535,00;"Menos de 200 camas";2;2;5;0;152;2;2;5;0;5;2;3;20;0;0;15;0
2010;824,00;"Más de 1.000 camas";17;4;30;2;1160;17;4;25;2;50;7;98;12;0;26;4;1
2010;888,00;"Menos de 200 camas";1;1;3;0;90;1;1;3;0;3;0;0;0;0;2;0;0
2010;902,00;"Menos de 200 camas";0;0;1;0;19;0;0;1;0;1;0;0;0;0;0;0;0
2010;968,00;"Menos de 200 camas";0;0;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0
2010;346,00;"200 - 500 camas";0;0;0;0;284;0;0;0;0;0;0;0;0;0;0;0;0
2010;27,00;"Menos de 200 camas";0;0;0;0;97;0;0;0;0;0;0;0;0;0;0;0;0
2010;165,00;"Menos de 200 camas";2;1;2;0;8;0;1;2;0;1;0;1;0;0;0;0;0
2010;956,00;"501 - 1000 camas";8;2;12;0;479;8;2;9;0;10;0;16;10;0;24;0;0
2010;413,00;"Menos de 200 camas";0;0;0;0;53;0;0;0;0;0;0;0;0;0;0;0;0
2010;149,00;"Menos de 200 camas";0;0;3;0;66;0;0;3;0;1;0;0;0;0;16;0;0
2010;612,00;"Menos de 200 camas";1;3;7;1;186;1;2;7;1;9;0;0;0;0;0;0;0
2010;559,00;"Menos de 200 camas";0;0;4;0;92;0;0;4;0;3;0;0;0;0;0;0;0
2010;7,00;"Menos de 200 camas";0;0;5;0;111;0;0;5;0;1;0;0;0;0;0;0;0
2010;283,00;"Menos de 200 camas";0;0;8;1;167;0;0;8;1;6;0;0;0;0;0;0;0
2010;37,00;"Menos de 200 camas";0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0
2010;153,00;"Menos de 200 camas";0;0;5;0;177;0;0;5;0;7;0;0;0;0;0;0;0
2010;547,00;"200 - 500 camas";4;5;9;0;230;4;5;6;0;7;0;18;0;0;1;1;1
2010;397,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;2;0;0;0;18;0;0;0
2010;556,00;"Menos de 200 camas";6;4;4;0;120;6;4;4;0;4;0;7;0;0;0;0;0
2010;42,00;"Menos de 200 camas";0;0;0;0;86;0;0;0;0;0;0;0;0;0;0;0;0
2010;31,00;"200 - 500 camas";0;0;0;0;241;0;0;0;0;1;0;1;0;1;0;0;0
2010;740,00;"501 - 1000 camas";40;8;26;1;829;40;8;22;1;14;4;38;0;0;32;0;0
2010;217,00;"Menos de 200 camas";0;0;3;0;81;0;0;3;0;1;0;0;0;0;0;0;0
2010;863,00;"Menos de 200 camas";1;1;3;0;60;1;1;3;0;4;0;0;0;0;0;0;0
2010;889,00;"501 - 1000 camas";0;0;22;3;751;0;0;14;3;14;8;64;0;0;0;23;4
2010;984,00;"Menos de 200 camas";0;0;5;0;139;0;0;5;0;3;0;0;0;0;0;0;0
2010;34,00;"Menos de 200 camas";0;0;0;0;67;0;0;0;0;0;0;0;0;0;0;0;0
2010;791,00;"Menos de 200 camas";2;1;5;0;120;2;1;5;0;3;0;0;0;0;0;0;0
2010;181,00;"Menos de 200 camas";0;0;0;0;78;0;0;0;0;1;0;0;0;0;0;0;0
2010;430,00;"Menos de 200 camas";0;0;1;0;10;0;0;1;0;1;0;0;0;0;0;0;0
2010;715,00;"501 - 1000 camas";0;2;12;1;443;0;2;12;1;12;0;13;0;0;0;0;0
2010;521,00;"Menos de 200 camas";0;0;3;0;60;0;0;3;0;2;0;0;0;0;0;0;0
2010;524,00;"Menos de 200 camas";2;1;9;1;192;2;1;9;1;2;0;5;0;0;0;6;2
2010;432,00;"Menos de 200 camas";0;0;2;0;18;0;0;2;0;1;0;0;0;0;0;0;0
2010;19,00;"Menos de 200 camas";3;1;2;0;21;3;1;2;0;0;0;0;0;0;0;0;0
2010;25,00;"Menos de 200 camas";0;0;0;0;47;0;0;0;0;0;0;0;0;0;0;0;0
2010;26,00;"Menos de 200 camas";0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0
2010;890,00;"501 - 1000 camas";8;2;17;1;589;8;2;17;1;21;4;48;20;0;0;15;0
2010;904,00;"Menos de 200 camas";0;1;3;0;91;0;1;3;0;3;0;3;0;0;0;0;0
2010;957,00;"Más de 1.000 camas";21;3;34;4;1201;21;3;33;4;20;4;83;20;0;22;30;2
2010;939,00;"Más de 1.000 camas";32;3;26;2;971;32;3;26;2;19;1;18;15;0;0;44;6
2010;236,00;"Menos de 200 camas";2;1;5;0;99;2;1;5;0;0;0;5;0;0;5;0;0
2010;735,00;"501 - 1000 camas";38;3;22;1;782;38;3;22;1;8;6;25;0;0;0;10;2
2010;146,00;"200 - 500 camas";0;0;0;0;267;0;0;0;0;1;0;0;0;0;0;0;0
2010;363,00;"Menos de 200 camas";0;0;5;0;169;0;0;5;0;2;0;0;1;0;1;0;0
2010;187,00;"Menos de 200 camas";0;0;6;0;188;0;0;6;0;2;0;0;0;0;0;0;0
2010;265,00;"Menos de 200 camas";0;0;2;0;72;0;0;2;0;5;0;0;0;0;0;0;0
2010;295,00;"Menos de 200 camas";0;0;5;0;29;0;0;2;0;2;0;0;0;0;0;0;0
2010;496,00;"200 - 500 camas";4;2;5;1;156;2;1;3;1;3;0;0;0;0;0;0;0
2010;77,00;"Menos de 200 camas";0;0;0;0;99;0;0;0;0;0;0;0;0;0;0;0;0
2010;391,00;"Menos de 200 camas";0;0;2;0;32;0;0;2;0;1;0;0;0;0;0;0;0
2010;63,00;"Menos de 200 camas";0;0;0;0;61;0;0;0;0;0;0;0;0;0;0;0;0
2010;240,00;"Menos de 200 camas";1;1;4;1;162;1;1;4;1;1;0;0;0;0;0;0;0
2010;448,00;"Menos de 200 camas";0;1;2;0;31;0;1;2;0;1;0;0;0;0;0;0;0
2010;151,00;"Menos de 200 camas";0;0;0;0;139;0;0;0;0;1;0;0;0;0;0;0;0
2010;425,00;"Menos de 200 camas";0;1;2;0;22;0;1;2;0;1;0;0;0;0;0;0;0
2010;300,00;"Menos de 200 camas";0;0;2;0;70;0;0;2;0;2;0;5;0;0;5;0;2
2010;339,00;"Menos de 200 camas";1;1;5;1;47;0;1;5;1;3;0;0;0;0;0;0;0
2010;826,00;"Menos de 200 camas";0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0
2010;874,00;"Menos de 200 camas";3;2;5;0;198;3;2;5;0;6;1;2;0;0;0;0;0
2010;905,00;"501 - 1000 camas";18;4;16;3;735;18;4;15;3;11;7;42;55;0;0;28;5
2010;736,00;"501 - 1000 camas";22;3;32;2;874;22;3;23;2;13;0;37;22;0;46;0;0
2010;459,00;"Menos de 200 camas";0;0;2;0;30;0;0;2;0;1;0;0;0;0;0;0;0
2010;320,00;"Menos de 200 camas";0;0;3;0;136;0;0;3;0;1;0;0;0;1;0;1;3
2010;45,00;"200 - 500 camas";0;0;0;0;391;0;0;0;0;0;0;0;140;57;0;0;0
2010;292,00;"Menos de 200 camas";0;0;0;0;104;0;0;0;0;0;0;0;30;0;0;0;0
2010;618,00;"Menos de 200 camas";2;1;4;0;111;2;1;4;0;6;1;12;0;0;20;0;0
2010;463,00;"200 - 500 camas";0;2;10;0;231;0;0;7;0;6;3;39;15;0;22;0;0
2010;891,00;"Menos de 200 camas";0;3;7;0;93;0;3;7;0;3;0;0;0;0;0;0;0
2010;958,00;"200 - 500 camas";7;2;9;0;344;7;2;9;0;10;0;22;0;10;6;0;0
2010;244,00;"Menos de 200 camas";1;1;2;0;50;1;1;2;0;0;0;0;0;0;0;0;0
2010;28,00;"Menos de 200 camas";0;0;0;0;52;0;0;0;0;0;0;0;0;0;0;0;0
2010;444,00;"Menos de 200 camas";0;0;5;0;41;0;0;5;0;3;0;2;0;0;4;0;0
2010;479,00;"Menos de 200 camas";0;0;2;0;41;0;0;2;0;1;0;0;0;0;0;36;2
2010;285,00;"Menos de 200 camas";2;2;4;1;91;2;2;4;1;2;0;7;0;0;0;0;0
2010;253,00;"Menos de 200 camas";10;5;10;1;113;10;5;10;1;3;0;0;0;0;2;10;3
2010;481,00;"Menos de 200 camas";3;2;4;1;53;3;2;4;1;3;0;3;0;0;0;1;4
2010;540,00;"Menos de 200 camas";5;3;8;1;130;5;3;8;1;5;0;0;0;0;0;0;0
2010;332,00;"Menos de 200 camas";0;0;2;0;10;0;0;2;0;0;0;0;0;0;0;0;0
2010;41,00;"Menos de 200 camas";0;0;0;0;56;0;0;0;0;0;0;0;0;0;0;0;0
2010;510,00;"Menos de 200 camas";0;0;5;0;42;0;0;5;0;4;0;1;0;0;1;1;1
2010;305,00;"Menos de 200 camas";0;0;2;0;12;0;0;1;0;1;0;2;0;0;0;0;0
2010;708,00;"Menos de 200 camas";8;2;7;0;194;8;2;7;0;6;0;14;0;0;20;0;0
2010;755,00;"Más de 1.000 camas";60;4;51;3;1202;51;4;51;3;28;6;152;0;0;0;209;10
2010;750,00;"501 - 1000 camas";26;3;24;3;827;26;3;23;2;12;5;29;30;0;0;0;0
2010;696,00;"501 - 1000 camas";18;2;15;1;527;18;2;15;1;18;6;16;0;0;3;22;4
2010;434,00;"Menos de 200 camas";3;1;2;0;29;3;1;2;0;3;0;2;0;0;36;0;0
2010;421,00;"Menos de 200 camas";0;0;4;0;102;0;0;3;0;3;0;0;0;0;0;0;0
2010;827,00;"Menos de 200 camas";0;0;0;0;183;0;0;0;0;1;0;0;0;0;0;0;0
2010;933,00;"200 - 500 camas";0;0;8;0;200;0;0;7;0;7;0;2;0;0;38;38;2
2010;1030,00;"Menos de 200 camas";7;5;18;1;96;7;3;10;1;1;0;0;0;0;0;0;0
2010;1003,00;"Menos de 200 camas";0;0;2;0;16;0;0;2;0;1;0;4;0;0;0;6;2
2010;1050,00;"Menos de 200 camas";0;0;1;0;8;0;0;1;0;3;0;6;0;0;0;2;1
2010;934,00;"200 - 500 camas";6;4;7;0;317;5;4;6;0;7;0;15;0;0;0;12;0
2010;629,00;"200 - 500 camas";15;2;9;1;368;15;2;9;1;6;0;15;7;0;7;15;3
2010;21,00;"Menos de 200 camas";0;0;0;0;165;0;0;0;0;0;0;0;0;45;0;0;0
2010;615,00;"Menos de 200 camas";2;2;6;0;181;2;2;6;0;0;0;0;0;0;0;0;0
2010;626,00;"Menos de 200 camas";1;1;5;0;52;1;1;5;0;3;0;0;0;0;0;0;0
2010;417,00;"Menos de 200 camas";0;0;2;0;25;0;0;2;0;2;0;4;0;0;4;4;1
2010;597,00;"Menos de 200 camas";4;1;3;0;104;4;1;3;0;3;0;0;0;10;0;0;0
2010;539,00;"200 - 500 camas";9;3;6;0;335;9;3;6;0;2;0;23;0;0;0;6;0
2010;343,00;"Menos de 200 camas";1;1;3;0;47;1;1;3;0;4;0;0;0;0;0;0;0
2010;135,00;"200 - 500 camas";0;0;0;0;336;0;0;0;0;0;0;0;0;0;0;0;0
2010;158,00;"501 - 1000 camas";0;0;0;0;693;0;0;0;0;1;0;0;24;20;0;0;0
2010;775,00;"200 - 500 camas";6;6;6;0;214;6;6;6;0;4;0;15;0;0;0;4;1
2010;177,00;"200 - 500 camas";0;0;0;0;250;0;0;0;0;1;0;0;0;40;0;0;0
2010;578,00;"Menos de 200 camas";2;1;3;0;38;2;1;3;0;2;0;0;0;0;0;0;0
2010;416,00;"Menos de 200 camas";0;0;1;0;112;0;0;1;0;1;0;0;0;20;0;0;0
2010;561,00;"Menos de 200 camas";2;1;3;0;161;2;1;3;0;4;0;8;0;35;0;12;1
2010;828,00;"Menos de 200 camas";0;0;0;0;85;0;0;0;0;0;0;0;0;25;0;0;0
2010;860,00;"Menos de 200 camas";3;1;3;1;44;3;1;3;1;3;0;0;0;20;0;0;0
2010;935,00;"Menos de 200 camas";0;0;0;0;70;0;0;0;0;0;0;0;0;20;0;0;0
2010;936,00;"Menos de 200 camas";0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
2010;986,00;"Menos de 200 camas";0;0;0;0;45;0;0;0;0;0;0;0;15;0;0;0;0
2010;987,00;"Menos de 200 camas";2;2;4;0;100;0;2;4;0;5;0;0;0;0;0;0;0
2010;1021,00;"Menos de 200 camas";0;0;0;0;45;0;0;0;0;0;0;0;0;0;0;0;0
2010;658,00;"200 - 500 camas";4;2;5;0;210;4;2;5;0;3;0;1;0;0;0;0;0
2010;353,00;"Menos de 200 camas";0;0;0;0;46;0;0;0;0;2;0;0;0;15;0;0;0
2010;323,00;"Menos de 200 camas";0;0;0;0;170;0;0;0;0;0;0;0;20;0;0;0;0
2010;620,00;"Menos de 200 camas";3;2;3;0;122;3;2;3;0;3;0;0;0;0;0;0;0
2010;384,00;"200 - 500 camas";0;0;1;0;200;0;0;1;0;1;0;1;0;0;0;0;0
2010;484,00;"Menos de 200 camas";0;0;3;0;136;0;0;3;0;1;0;3;25;0;0;0;0
2010;554,00;"200 - 500 camas";12;2;9;1;331;12;2;9;1;9;0;16;15;0;0;0;0
2010;209,00;"Menos de 200 camas";0;0;2;0;18;0;0;2;0;2;0;0;0;0;0;0;0
2010;707,00;"501 - 1000 camas";39;3;17;2;800;39;3;17;2;7;6;29;0;12;0;0;0
2010;395,00;"Menos de 200 camas";0;0;1;0;10;0;0;1;0;1;0;0;0;0;0;0;0
2010;969,00;"Menos de 200 camas";0;0;4;0;57;0;0;4;0;2;0;5;0;0;0;0;0
2010;1052,00;"Menos de 200 camas";0;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0
2010;739,00;"Más de 1.000 camas";68;4;40;3;1204;42;4;40;3;30;4;63;0;0;0;80;0
2010;613,00;"501 - 1000 camas";8;2;18;1;515;8;2;18;1;9;5;19;0;0;0;18;3
2010;593,00;"200 - 500 camas";0;0;10;0;288;0;0;10;0;6;4;17;0;0;0;19;0
2010;704,00;"501 - 1000 camas";22;3;16;1;573;22;3;16;1;9;4;41;0;0;24;0;0
2010;493,00;"Menos de 200 camas";0;0;6;0;33;0;0;6;0;2;0;0;0;0;0;30;0
2010;686,00;"501 - 1000 camas";8;2;26;2;531;8;2;26;2;5;0;49;0;0;11;10;3
2010;257,00;"Menos de 200 camas";12;3;12;1;184;12;3;12;1;2;0;0;0;0;0;0;0
2010;494,00;"Menos de 200 camas";0;0;7;0;62;0;0;4;0;1;0;0;0;0;0;0;0
2010;681,00;"Menos de 200 camas";0;0;7;0;125;0;0;7;0;2;0;20;0;0;0;0;0
2010;286,00;"Menos de 200 camas";10;2;11;1;156;6;2;11;0;3;0;0;0;0;0;0;0
2010;255,00;"Menos de 200 camas";2;1;7;1;73;2;1;7;1;3;0;9;0;0;11;3;0
2010;79,00;"Menos de 200 camas";0;0;0;0;80;0;0;0;0;0;0;0;0;0;0;0;0
2010;81,00;"Menos de 200 camas";0;0;0;0;75;0;0;0;0;0;0;0;0;0;0;0;0
2010;688,00;"200 - 500 camas";6;2;6;0;238;6;2;6;0;6;1;11;0;0;0;6;1
2010;531,00;"200 - 500 camas";7;2;8;0;235;7;2;8;0;6;2;23;0;0;0;8;0
2010;514,00;"Menos de 200 camas";0;1;3;0;48;0;1;3;0;2;0;2;0;0;0;4;1
2010;499,00;"200 - 500 camas";0;0;8;0;111;0;0;5;0;5;0;0;0;0;0;0;0
2010;532,00;"200 - 500 camas";4;2;11;0;239;4;2;11;0;7;1;15;0;0;0;23;1
2010;190,00;"Menos de 200 camas";0;0;0;0;158;0;0;0;0;2;0;0;0;0;0;0;0
2010;598,00;"Menos de 200 camas";4;1;3;0;83;4;1;3;0;5;0;8;0;0;0;6;0
2010;260,00;"200 - 500 camas";14;5;21;1;236;13;5;21;1;4;0;0;0;0;0;0;0
2010;838,00;"Menos de 200 camas";0;0;1;0;11;0;0;1;0;1;0;0;0;0;0;0;0
2010;839,00;"Menos de 200 camas";2;1;4;0;71;0;1;4;0;1;0;16;0;0;0;0;0
2010;851,00;"Menos de 200 camas";0;0;2;0;7;0;0;2;0;0;0;0;0;0;2;0;0
2010;852,00;"200 - 500 camas";4;4;14;1;301;4;4;14;1;10;1;15;1;0;0;30;3
2010;988,00;"Menos de 200 camas";0;0;0;0;125;0;0;0;0;1;0;20;20;0;0;0;0
2010;1056,00;"200 - 500 camas";7;2;10;0;245;7;2;10;0;4;4;24;0;0;5;0;0
2010;644,00;"501 - 1000 camas";10;6;19;0;627;10;6;17;0;8;2;29;0;0;0;0;2
2010;752,00;"501 - 1000 camas";8;2;19;2;717;8;2;19;2;16;8;31;30;0;0;0;0
2010;238,00;"Menos de 200 camas";3;1;8;0;63;1;1;6;0;3;0;5;0;0;17;1;6
2010;325,00;"Menos de 200 camas";0;0;0;0;182;0;0;0;0;0;0;0;0;0;0;0;0
2010;622,00;"Menos de 200 camas";3;2;4;0;112;3;2;2;0;3;0;2;0;0;6;0;0
2010;879,00;"Menos de 200 camas";2;1;4;0;92;2;1;4;0;1;0;0;0;0;0;0;0
2010;906,00;"Menos de 200 camas";4;1;4;1;95;4;1;4;1;1;0;6;0;0;0;0;0
2010;370,00;"200 - 500 camas";0;0;0;0;193;0;0;0;0;2;0;0;0;0;0;0;0
2010;418,00;"Menos de 200 camas";0;0;3;0;34;0;0;3;0;2;0;0;0;0;0;0;0
2010;574,00;"Menos de 200 camas";0;0;2;0;23;0;0;2;0;2;0;0;0;0;1;0;0
2010;399,00;"Menos de 200 camas";0;0;5;0;77;0;0;5;0;1;0;0;0;0;2;2;1
2010;195,00;"Menos de 200 camas";0;0;3;0;40;0;0;3;0;1;0;0;0;0;0;0;0
2010;783,00;"501 - 1000 camas";12;3;16;2;681;12;3;16;2;10;20;1;1;0;0;0;0
2010;188,00;"Menos de 200 camas";0;2;6;1;133;0;2;6;1;4;0;12;0;0;5;5;1
2010;263,00;"Menos de 200 camas";1;2;4;0;74;1;2;4;0;1;0;11;0;0;0;0;0
2010;194,00;"Menos de 200 camas";0;0;3;0;30;0;0;2;0;1;0;0;0;0;0;0;0
2010;214,00;"Menos de 200 camas";0;0;3;0;30;0;0;3;0;1;0;0;0;0;0;0;0
2010;785,00;"501 - 1000 camas";29;8;33;1;903;29;8;33;1;18;0;74;15;0;21;0;0
2010;780,00;"Menos de 200 camas";0;0;6;0;104;0;0;6;0;2;2;15;0;0;15;0;1
2010;83,00;"Menos de 200 camas";0;0;0;0;173;0;0;0;0;0;0;0;0;0;0;0;0
2010;782,00;"200 - 500 camas";0;0;13;1;383;0;0;13;1;3;7;1;1;0;4;0;0
2010;369,00;"Menos de 200 camas";0;0;0;0;149;0;0;0;0;1;0;0;0;0;0;0;0
2010;84,00;"Menos de 200 camas";0;0;0;0;27;0;0;0;0;0;0;0;0;0;0;0;0
2010;713,00;"Menos de 200 camas";0;0;4;1;94;0;0;4;0;4;0;0;0;0;0;11;2
2010;85,00;"Menos de 200 camas";0;0;0;0;179;0;0;0;0;0;0;0;0;0;0;0;0
2010;86,00;"Menos de 200 camas";0;0;0;0;133;0;0;0;0;0;0;0;40;0;0;0;0
2010;941,00;"Menos de 200 camas";0;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0
2010;1045,00;"Menos de 200 camas";6;2;11;1;110;6;1;11;1;2;0;1;0;0;1;6;1
2010;937,00;"501 - 1000 camas";4;2;14;0;524;4;2;10;0;14;0;27;8;0;0;11;6
2010;1004,00;"Menos de 200 camas";3;1;3;0;44;3;1;2;0;0;0;1;0;0;0;0;0
2010;737,00;"501 - 1000 camas";9;3;18;1;762;9;3;15;1;8;4;14;25;0;14;0;0
2010;765,00;"Más de 1.000 camas";29;3;34;2;1186;29;3;31;2;19;9;54;0;0;0;0;0
2010;329,00;"200 - 500 camas";0;0;7;0;224;0;0;5;0;3;5;6;12;0;12;0;0
2010;87,00;"200 - 500 camas";0;0;0;0;205;0;0;0;0;0;0;0;0;0;0;0;0
2010;527,00;"Menos de 200 camas";0;0;2;0;142;0;0;2;0;6;0;0;0;24;0;0;0
2010;562,00;"Menos de 200 camas";0;0;7;1;145;0;0;7;1;3;0;0;0;0;0;0;0
2010;251,00;"Menos de 200 camas";2;3;5;1;100;2;3;5;1;3;0;0;0;0;0;12;0
2010;129,00;"200 - 500 camas";0;0;0;0;280;0;0;0;0;0;0;0;0;0;0;0;0
2010;154,00;"Menos de 200 camas";0;0;0;0;168;0;0;0;0;1;0;0;0;25;0;0;0
2010;516,00;"Menos de 200 camas";4;1;8;1;113;4;1;8;1;2;0;7;0;0;0;0;0
2010;184,00;"Menos de 200 camas";2;1;4;0;42;2;1;4;0;1;0;0;0;0;0;0;0
2010;652,00;"200 - 500 camas";0;0;5;0;116;0;0;5;0;3;0;0;0;0;0;0;0
2010;637,00;"Menos de 200 camas";2;2;5;0;122;2;2;2;0;4;0;12;0;0;0;6;0
2010;88,00;"Menos de 200 camas";0;0;0;0;43;0;0;0;0;0;0;0;0;0;0;0;0
2010;907,00;"Menos de 200 camas";0;0;0;0;39;0;0;0;0;0;0;0;0;0;0;0;0
2010;970,00;"Menos de 200 camas";0;0;0;0;43;0;0;0;0;0;0;0;43;0;0;0;0
2010;1019,00;"Menos de 200 camas";0;0;2;0;17;0;0;2;0;2;0;0;0;0;0;0;0
2010;1016,00;"Menos de 200 camas";2;1;5;1;68;2;1;5;1;1;0;0;0;0;0;0;0
2010;1047,00;"200 - 500 camas";10;3;7;0;176;10;3;4;0;3;0;10;0;0;0;10;0
2010;635,00;"Menos de 200 camas";14;2;4;0;167;12;2;4;0;5;0;4;2;0;0;0;0
