,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Age,EmployeeId,DateEmployment,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,Over18,NumCompaniesWorked,Country,Sons,Attrition,BusinessTravel,DailyRate,Department,EmployeeCount,HourlyRate,JobLevel,JobRole,MonthlyIncome,MonthlyRate,OverTime,PercentSalaryHike,StandardHours,StockOptionLevel,TrainingTimesLastYear,EnvironmentSatisfaction,JobInvolvement,JobSatisfaction,PerformanceRating,RelationshipSatisfaction
828,23,Below College,Medical,Female,Married,27,05af3f93-2338-4834-9bac-61dce60e47e0,2013-01-14 10:55:09,5,0,7,9,Y,1.0,Misuri,0,No,Travel_Rarely,728.0,Sales,1,36,2,Sales Representative,3540,7018,No,21,80.0,1,5,Medium,Medium,High,Outstanding,Very High
829,10,Master,Technical Degree,Female,Married,36,05459c50-47b5-4113-a585-85cd0d1a1472,2013-01-24 21:03:54,4,1,4,10,Y,1.0,Finlandia,0,No,Travel_Rarely,1266.0,Sales,1,63,2,Sales Executive,5673,6060,Yes,13,80.0,1,4,Medium,Medium,High,Excellent,Low
830,4,,Technical Degree,Male,Single,35,325a3b21-0713-4757-ac4d-8739764252e4,2013-01-28 12:32:15,4,3,2,9,Y,0.0,Utah,1,Yes,Travel_Rarely,1204.0,Sales,1,86,3,Sales Executive,9582,10333,Yes,22,80.0,0,2,Very High,High,Low,Outstanding,Low
831,4,,Medical,Female,Married,38,a143e9e7-a7ef-4ada-bc27-fb27115f1dfb,2013-01-29 15:32:12,5,0,0,7,Y,7.0,Alabama,0,No,Travel_Rarely,1495.0,Research & Development,1,87,1,Laboratory Technician,3306,26176,No,19,80.0,1,5,Very High,High,High,Excellent,Very High
832,10,Bachelor,Technical Degree,Male,Single,50,10cdf239-9334-46d4-9ccf-a7d385a2550f,2013-01-30 02:52:08,4,0,0,20,Y,6.0,Bélgica,1,No,Travel_Rarely,1046.0,Research & Development,1,100,3,Healthcare Representative,10496,2755,No,15,80.0,0,2,Very High,Medium,Very High,Excellent,Very High
833,28,Bachelor,Medical,Female,Single,43,4a8ae548-9161-4992-8ff0-ba4b9c64c9b4,2013-02-02 13:53:51,7,1,1,18,Y,4.0,Florida,0,No,Travel_Frequently,957.0,Research & Development,1,72,1,Research Scientist,4739,16090,No,12,80.0,0,2,Medium,Very High,High,Excellent,Very High
834,10,Bachelor,Medical,Female,Single,30,b6843b67-1627-4102-a152-0dad234bf4cd,2013-02-12 07:16:22,2,0,1,9,Y,9.0,Alemania,0,No,Travel_Rarely,1092.0,Research & Development,1,64,3,Manufacturing Director,9667,2739,No,14,,0,3,Low,High,High,Excellent,Medium
835,5,Bachelor,Marketing,Female,Divorced,31,fff9d110-9d00-47a6-b212-4a31c626e22d,2013-02-13 12:40:38,5,2,0,2,Y,1.0,Hungría,0,No,Travel_Frequently,444.0,Sales,1,84,1,Sales Representative,2789,3909,No,11,,1,5,Very High,High,Medium,Excellent,High
836,5,Bachelor,Technical Degree,Male,Married,31,e99c5a76-3d74-4f58-ae46-38fb4aab49d9,2013-02-14 10:23:20,4,0,1,6,,1.0,Arizona,1,No,Travel_Rarely,1003.0,Sales,1,51,2,Sales Executive,8346,20943,No,19,80.0,1,3,Low,High,,Excellent,High
837,2,Master,Medical,Male,Divorced,46,8b7433e0-eaf3-4c51-b08f-4f8b98d96349,2013-02-24 16:15:34,9,0,2,24,Y,7.0,Hawaii,1,No,Travel_Rarely,734.0,Research & Development,1,46,5,Research Director,19328,14218,Yes,17,80.0,1,3,High,High,Very High,Excellent,High
838,2,,Human Resources,Male,Married,31,0013ab1a-a446-43e5-9c7e-21abbda20fe4,2013-03-05 12:34:39,3,0,0,9,Y,3.0,España,0,No,Travel_Rarely,106.0,Human Resources,1,62,2,Human Resources,6410,17822,No,12,,0,1,Low,Medium,Low,Excellent,Very High
839,2,College,Life Sciences,Female,Married,33,4896ba5b-f434-430d-9975-7f3aa372c9ae,2013-03-09 11:13:42,0,1,1,13,Y,7.0,Alabama,0,Yes,Travel_Rarely,465.0,Research & Development,1,39,1,Laboratory Technician,2707,21509,No,20,,0,3,Low,High,Low,Outstanding,Low
840,7,Master,Medical,Female,Single,31,46c6937b-5da6-49f1-afc8-743165841287,2013-03-13 08:50:13,4,0,10,11,Y,,Vermont,0,No,Travel_Rarely,1232.0,Research & Development,1,39,3,Manufacturing Director,7143,25713,Yes,14,80.0,0,2,High,High,,Excellent,High
841,10,Master,Technical Degree,Female,Married,36,3dd00f7e-caa0-4f7b-b189-39725167e643,2013-03-13 19:48:56,1,0,1,10,Y,3.0,Nueva York,0,No,Travel_Rarely,325.0,Research & Development,1,63,3,Healthcare Representative,7094,5747,No,12,80.0,0,0,Very High,High,High,Excellent,Low
842,3,,Human Resources,Female,Married,39,822b2554-4857-42f2-add6-b1ca41febf3a,2013-03-24 01:52:42,9,2,3,12,,9.0,Pensilvania,0,No,Travel_Rarely,141.0,Human Resources,1,44,2,Human Resources,6389,18767,No,15,80.0,1,3,High,Very High,Medium,Excellent,High
843,22,Master,Other,Female,Married,49,7d21f662-7b7b-4571-86e6-a371e8cd8a9d,2013-03-27 12:07:32,7,0,0,27,Y,3.0,Wyoming,1,No,Travel_Rarely,301.0,Research & Development,1,72,4,Research Director,16413,3498,No,16,80.0,2,2,Low,High,Medium,Excellent,Medium
844,10,Bachelor,Marketing,Female,Married,46,0300122c-d8c8-4b4d-9605-8f6b09d0b9f2,2013-04-01 08:18:54,11,1,2,15,Y,2.0,Suecia,0,No,Travel_Rarely,1125.0,Sales,1,94,3,Sales Executive,9071,11563,Yes,19,80.0,1,3,High,Medium,Very High,Excellent,High
845,1,Master,Life Sciences,Male,Married,37,cb558a00-3c45-4945-bb44-883a4f3cbc6c,2013-04-02 21:42:36,11,9,4,17,Y,5.0,Luisiana,1,Yes,Travel_Rarely,625.0,Sales,1,46,3,Sales Executive,10609,14922,No,11,80.0,0,2,Low,Medium,High,Excellent,High
846,23,Master,Marketing,Male,Single,34,6c533cee-da6c-48e4-afbf-ebd4796087d2,2013-04-04 05:42:45,10,3,0,10,Y,0.0,Alemania,0,No,,1065.0,Sales,1,72,2,Sales Executive,4568,10034,No,20,80.0,0,2,Medium,High,High,Outstanding,High
847,10,,Medical,Male,Married,28,35b09a86-3e4e-4c74-a13e-eb0f550e2199,2013-04-19 05:27:18,5,0,0,1,Y,1.0,Italia,0,No,Travel_Rarely,1144.0,Sales,1,74,1,Sales Representative,1052,23384,No,22,80.0,0,5,Very High,High,Medium,Outstanding,Medium
848,20,Bachelor,Life Sciences,Male,Divorced,31,4340981f-0d0a-4f46-ae1c-c5433617280c,2013-04-23 02:26:45,10,0,1,10,,1.0,Maryland,0,No,Travel_Rarely,311.0,Research & Development,1,89,2,Laboratory Technician,4197,18624,No,11,80.0,1,2,Medium,High,High,Excellent,Low
849,7,Bachelor,Life Sciences,Male,Divorced,45,ed1ca5d5-5cfa-4023-99e5-b99bc498844a,2013-05-26 04:57:55,6,0,0,25,Y,2.0,Washington,0,No,Travel_Rarely,1339.0,Research & Development,1,59,3,Research Scientist,9724,18787,No,17,80.0,1,2,Medium,High,Low,Excellent,High
850,14,College,Life Sciences,Female,Married,51,c6df7d5f-dc6e-4a00-b972-f42e24a1f387,2013-05-30 04:36:07,5,0,3,18,Y,4.0,Finlandia,0,No,Travel_Rarely,1178.0,Sales,1,87,2,Sales Executive,4936,14862,No,11,80.0,1,2,High,High,Very High,Excellent,High
851,9,Bachelor,Life Sciences,Male,Married,47,72a9e35c-d807-451d-b50d-b4bad8b75b59,2013-05-30 22:26:36,6,2,6,25,Y,7.0,Utah,0,Yes,Travel_Frequently,1093.0,Sales,1,82,4,Sales Executive,12936,24164,No,11,80.0,0,3,High,Low,High,Excellent,High
852,1,Bachelor,Medical,Female,Divorced,29,30717d25-438d-4801-8e93-e4142345c778,2013-05-31 14:44:58,4,0,2,5,Y,6.0,Pensilvania,1,Yes,Travel_Rarely,,Sales,1,48,1,Sales Representative,2800,23522,Yes,19,80.0,3,3,Medium,Medium,,Excellent,High
853,9,,Life Sciences,Female,Married,54,358d2951-1c93-469d-bddc-648ce3a371b6,2013-06-06 11:29:21,10,0,3,9,Y,3.0,Croacia,1,No,Travel_Rarely,155.0,Research & Development,1,67,2,Research Scientist,2897,22474,No,11,80.0,2,6,Low,High,High,Excellent,High
854,18,Master,Marketing,Female,Married,35,5257b130-8684-46f6-80f0-b8b334ca0998,2013-06-10 16:04:53,7,2,2,5,,0.0,Alemania,1,Yes,Travel_Frequently,662.0,Sales,1,67,2,Sales Executive,4614,23288,Yes,18,80.0,1,0,Very High,High,High,Excellent,High
855,26,Master,Life Sciences,Female,Married,47,56337f27-ef6d-4792-94ec-2ca0065148a2,2013-06-23 03:34:04,10,1,0,27,Y,3.0,Kansas,0,No,Travel_Rarely,1176.0,Human Resources,1,98,5,Manager,19658,5220,No,11,80.0,1,2,Very High,High,High,Excellent,High
856,26,Bachelor,Marketing,Male,Married,45,e01eb6be-b87c-4d9d-9374-e69e4aa8b540,2013-06-24 19:14:29,2,0,5,10,Y,1.0,Alabama,1,No,Non-Travel,336.0,Sales,1,52,2,Sales Executive,4385,24162,No,15,,1,2,Low,Medium,,Excellent,Low
857,27,Bachelor,Life Sciences,Male,Single,35,3590c47c-42d5-4681-b199-fe77e6d0303a,2013-07-22 02:59:56,5,6,1,10,Y,1.0,Portugal,0,Yes,Travel_Rarely,303.0,Sales,1,84,2,Sales Executive,5813,13492,Yes,18,80.0,0,2,High,High,Very High,Excellent,Very High
858,7,Master,Medical,Female,Married,58,c47c9489-9c07-4fb6-9d57-3a7d980a7942,2013-08-04 22:22:22,10,2,0,31,Y,7.0,Nevada,0,Yes,Travel_Rarely,601.0,Research & Development,1,53,3,Manufacturing Director,10008,12023,Yes,14,80.0,0,0,High,Medium,Low,Excellent,Very High
859,1,Doctor,Medical,Female,Divorced,33,faf600d9-6f05-4a26-9f63-9923eda433e7,2013-08-05 15:28:29,7,0,2,10,Y,4.0,Nueva Jersey,0,No,,922.0,Research & Development,1,95,4,Research Director,16184,22578,No,19,80.0,1,2,Low,Very High,High,Excellent,High
860,2,Below College,Human Resources,Male,Single,36,beef6db0-8522-451c-9865-cd61e1357693,2013-08-06 12:33:42,10,0,5,10,,1.0,Nebraska,0,No,Travel_Frequently,1213.0,Human Resources,1,94,2,Human Resources,3886,4223,No,21,,0,2,Medium,Medium,Very High,Outstanding,Very High
861,4,,Life Sciences,Male,Single,48,6b48b4d3-5087-4477-bdf0-f4c1e42a5a5d,2013-08-07 18:14:58,11,0,0,27,Y,7.0,Florida,1,No,Travel_Rarely,1355.0,Research & Development,1,78,3,Healthcare Representative,10999,22245,No,14,80.0,0,3,High,Medium,,Excellent,Medium
862,10,College,Medical,Male,Single,41,6f601b43-1a36-4e1c-9e88-5addef19168b,2013-08-11 00:56:57,9,1,8,19,Y,1.0,España,1,No,Non-Travel,256.0,Sales,1,40,2,Sales Executive,6151,22074,No,13,80.0,0,4,High,Low,Medium,Excellent,
863,1,,Medical,Female,Married,29,b272923b-1cfa-4bcf-bdaf-78d3f8fe6399,2013-08-17 17:04:26,9,0,0,11,Y,1.0,Noruega,0,No,Travel_Frequently,1413.0,Sales,1,42,3,Sales Executive,7918,6599,No,14,80.0,1,5,Medium,High,,Excellent,Very High
864,14,College,Life Sciences,Female,Married,40,d0ec4b1f-6159-4961-ad8f-8603a1b18dce,2013-08-20 08:49:30,1,1,2,5,Y,1.0,Misisipi,1,No,Travel_Rarely,118.0,Sales,1,84,2,Sales Executive,4639,11262,No,15,80.0,1,2,Very High,High,,Excellent,High
865,9,Master,Medical,Female,Single,40,b00f10bf-165b-435c-b5fd-8eef3efdb644,2013-08-22 21:25:42,7,0,9,20,,9.0,Rumania,1,No,Travel_Frequently,593.0,Research & Development,1,88,3,Research Director,13499,13782,No,17,,0,3,Medium,High,High,Excellent,High
866,1,Master,Life Sciences,Female,Divorced,54,7b20ccf5-ed9e-46e1-b569-332d78d16445,2013-08-24 18:27:58,4,1,1,33,Y,7.0,España,0,No,,966.0,Research & Development,1,53,3,Manufacturing Director,10502,9659,No,17,,1,2,Very High,High,High,Excellent,Low
867,13,Master,Medical,Male,Divorced,31,e43f3a35-ff2e-4f95-a164-893ee6bcc0ec,2013-08-27 08:22:11,1,0,1,9,Y,2.0,Rumania,0,Yes,Travel_Rarely,1365.0,Sales,1,46,2,Sales Executive,4233,11512,No,17,80.0,0,2,Medium,High,Low,Excellent,High
868,2,Bachelor,Other,Male,Single,34,5ab6a2f7-224d-4516-b407-5564b46f3841,2013-08-28 05:47:53,4,0,3,6,Y,1.0,República Checa,0,No,Travel_Rarely,304.0,Sales,1,60,2,Sales Executive,6274,18686,No,22,80.0,0,5,Very High,High,,Outstanding,High
869,16,Master,Marketing,Male,Married,31,12ec9219-e916-4508-864b-8b34b6f7c9db,2013-09-05 11:23:16,2,0,0,10,,2.0,Hungría,1,Yes,Travel_Rarely,1079.0,Sales,1,70,3,Sales Executive,8161,19002,No,13,80.0,3,2,Low,High,,Excellent,Low
870,10,Bachelor,Marketing,Male,Divorced,29,c7515022-873a-4388-8217-9ebe6665d769,2013-09-06 16:42:19,9,2,0,2,,1.0,Reino Unido,1,No,Travel_Rarely,1090.0,Sales,1,83,1,Sales Representative,2297,17967,No,14,80.0,2,2,Very High,High,Medium,Excellent,Very High
871,1,,Life Sciences,Female,Married,28,034e67a6-c3fd-4718-8e26-0625d399981a,2013-09-15 23:06:42,8,2,3,10,Y,0.0,Dakota del Sur,0,No,Non-Travel,1476.0,Research & Development,1,55,2,Laboratory Technician,6674,16392,No,11,80.0,3,6,High,Low,Very High,Excellent,Low
872,12,Below College,Life Sciences,Female,Married,28,279ac106-515e-40a0-9c05-861462f6b2e4,2013-09-18 19:35:20,5,0,0,1,Y,1.0,Hungría,1,Yes,Travel_Rarely,1485.0,Research & Development,1,79,1,Laboratory Technician,2515,22955,Yes,11,80.0,0,4,High,High,,Excellent,Very High
873,22,Master,Medical,Male,Married,31,c8624d4d-d8af-4e8d-92ce-0b1972131962,2013-09-24 15:51:44,8,3,3,10,Y,1.0,Dakota del Norte,0,Yes,Travel_Rarely,330.0,Research & Development,1,98,2,Manufacturing Director,6179,21057,Yes,15,80.0,2,3,Very High,High,High,Excellent,Very High
874,25,Bachelor,Medical,Female,Single,45,f7d001aa-08b3-447c-bca9-0affded37e5e,2013-09-28 11:32:36,6,0,0,22,Y,3.0,Utah,1,No,Travel_Frequently,,Research & Development,1,83,5,Manager,18061,13035,No,22,80.0,0,4,Medium,High,Medium,Outstanding,
875,1,Bachelor,Medical,Male,Single,34,9c367295-acda-45d6-8e59-ef8d2502843a,2013-10-14 13:52:29,8,2,6,14,,0.0,Austria,1,No,Travel_Frequently,669.0,Research & Development,1,97,2,Healthcare Representative,5343,25755,No,20,,0,3,Very High,Medium,Low,Outstanding,High
876,6,College,Medical,Male,Married,59,45bcdd13-2fc3-4001-a35e-ef962f230b58,2013-10-14 15:44:51,9,0,0,7,Y,8.0,Hungría,0,No,Travel_Rarely,818.0,Human Resources,1,52,1,Human Resources,2267,25657,No,17,80.0,0,2,Medium,High,High,Excellent,Very High
877,1,,Life Sciences,Female,Married,32,1eb21027-9049-416d-9bb0-0d9f15dcb69b,2013-10-18 17:51:14,10,0,0,5,,6.0,Delaware,1,No,Non-Travel,1184.0,Research & Development,1,70,1,Laboratory Technician,2332,3974,No,20,80.0,0,3,High,Medium,Medium,Outstanding,High
878,15,Master,Other,Female,Married,48,e333a2a3-64f1-4927-a2ef-769ff8776be9,2013-11-07 08:30:01,0,2,4,10,Y,8.0,Alabama,0,No,,1108.0,Research & Development,1,65,1,Research Scientist,2367,16530,No,12,80.0,1,3,High,High,Low,Excellent,Very High
879,25,Bachelor,Life Sciences,Female,Single,19,18870141-2943-4c6e-8de5-b6d6106cd614,2013-11-18 00:49:53,7,0,1,1,Y,1.0,Rumania,0,No,Travel_Rarely,,Research & Development,1,57,1,Research Scientist,2994,21221,Yes,12,80.0,0,2,Medium,Very High,Very High,Excellent,Very High
880,10,Master,Other,Male,Married,44,89f52251-b8f5-4bd0-9892-8659ff450ee7,2013-11-25 09:08:08,10,0,0,9,Y,,Nueva York,0,No,Travel_Rarely,1459.0,Research & Development,1,41,2,Healthcare Representative,6465,19121,Yes,13,80.0,0,5,Very High,High,Very High,Excellent,Very High
881,9,,Marketing,Male,Divorced,45,91a03d47-d32c-4530-aa94-d8a2640fa645,2013-11-29 17:16:20,5,0,0,18,Y,4.0,Wyoming,0,No,Travel_Rarely,,Sales,1,74,3,Sales Executive,10761,19239,Yes,12,80.0,1,2,Very High,High,Low,Excellent,High
882,2,College,Medical,Male,Divorced,40,67423f3f-bc15-4419-901a-b8c5d7383280,2013-12-03 05:36:22,2,1,3,22,Y,0.0,Luisiana,0,No,Travel_Rarely,1416.0,Research & Development,1,49,5,Research Director,19436,5949,No,19,80.0,1,5,Low,High,High,Excellent,Very High
883,14,Bachelor,Life Sciences,Female,Divorced,37,70a635a5-cd80-44b5-82db-134f3f4d883f,2013-12-20 11:49:04,1,7,0,18,Y,1.0,Austria,1,No,Travel_Rarely,1107.0,Research & Development,1,95,1,Laboratory Technician,3034,26914,No,12,80.0,1,2,Very High,High,Low,Excellent,High
884,12,,Medical,Male,Divorced,42,d9fd1551-e4c9-4e97-bce9-1eba2c36d156,2013-12-21 18:45:55,7,0,1,7,,8.0,Dinamarca,0,No,Travel_Rarely,855.0,Research & Development,1,57,1,Laboratory Technician,2766,8952,No,22,80.0,3,6,Medium,High,,Outstanding,Medium
885,6,Master,Life Sciences,Male,Married,38,80d80506-b2eb-4a2b-bf31-25d19b0bb76c,2013-12-24 05:49:30,6,2,5,10,Y,2.0,Portugal,1,No,,508.0,Research & Development,1,72,2,Manufacturing Director,5321,14284,No,11,,1,1,Low,Medium,High,Excellent,Very High
886,3,Bachelor,Technical Degree,Female,Single,30,5edc62c4-d3c2-4ad9-ba07-8923857c8bcc,2013-12-27 06:42:29,5,0,2,8,,5.0,Dakota del Norte,0,Yes,,1005.0,Research & Development,1,88,1,Research Scientist,2657,8556,Yes,11,80.0,0,5,Very High,High,Low,Excellent,High
887,1,Master,Life Sciences,Female,Married,35,c8af6f19-ce5c-4924-bb82-205f644fd049,2014-01-23 12:21:48,4,1,0,4,Y,1.0,Dakota del Norte,1,No,Travel_Rarely,287.0,Research & Development,1,62,1,Research Scientist,2977,8952,No,12,80.0,1,5,High,Low,Very High,Excellent,Very High
888,5,College,Marketing,Male,Married,42,6093723b-13b4-4f21-9af1-e175c0ae4c3b,2014-01-26 02:54:12,10,0,0,21,Y,6.0,Massachusetts,0,No,Travel_Rarely,265.0,Sales,1,90,5,Manager,18303,7770,No,13,80.0,0,3,Very High,High,High,Excellent,Medium
889,5,Doctor,Life Sciences,Male,Married,47,baceadeb-c5d2-46e5-ab14-150260a4a32b,2014-02-03 13:18:22,6,1,1,21,,4.0,Alemania,0,No,Travel_Rarely,1482.0,Research & Development,1,42,5,Research Director,18300,16375,No,11,80.0,1,2,Very High,High,High,Excellent,Medium
890,1,Master,Technical Degree,Male,Divorced,45,06110ade-e844-438f-8b0d-9cb3e2a0cf10,2014-02-04 07:54:09,3,3,5,10,Y,1.0,Alemania,0,No,Travel_Rarely,538.0,Research & Development,1,66,3,Healthcare Representative,7441,20933,No,12,80.0,3,4,Low,High,Medium,Excellent,Low
891,15,Bachelor,Life Sciences,Male,Single,29,2841d156-a3ea-443a-970e-c31e765855ba,2014-02-05 13:57:28,8,1,5,6,Y,1.0,Nueva Jersey,1,No,Travel_Rarely,665.0,Research & Development,1,60,1,Research Scientist,2340,22673,No,19,80.0,0,1,High,High,Very High,Excellent,Low
892,11,Master,Other,Male,Married,32,715669e7-e9ba-4760-8c65-72ad3a641c51,2014-02-15 00:33:46,1,1,1,6,Y,8.0,Bélgica,0,Yes,Non-Travel,1474.0,Sales,1,60,2,Sales Executive,4707,23914,No,12,,0,2,Very High,Very High,,Excellent,Very High
893,1,Master,Life Sciences,Female,Single,34,0ccebc61-4d50-4257-a11b-5d48b8703e54,2014-02-20 12:53:41,2,0,2,10,Y,2.0,Alabama,1,No,Travel_Rarely,182.0,Research & Development,1,72,1,Research Scientist,3280,13551,No,16,,0,2,Medium,Very High,Very High,Excellent,High
894,1,Bachelor,Marketing,Male,Single,34,6476ab66-fcaa-46b1-9b84-054a9e855be0,2014-02-21 12:40:26,6,2,0,14,Y,1.0,Bélgica,1,No,,937.0,Sales,1,32,3,Sales Executive,9888,6770,No,21,,0,3,Low,High,Very High,Outstanding,Low
895,5,,Technical Degree,Male,Single,28,c95cdbd0-c8c6-4703-a221-0de6149ceb8c,2014-03-05 01:54:27,3,0,0,2,Y,1.0,España,0,Yes,Travel_Rarely,1434.0,Research & Development,1,50,1,Laboratory Technician,3441,11179,Yes,13,80.0,0,3,High,High,,Excellent,High
896,27,Doctor,Marketing,Male,Divorced,30,fa88f9ce-fe60-488b-bd99-5fac384e193e,2014-03-09 16:22:17,5,4,5,10,Y,7.0,Georgia,1,No,Travel_Rarely,501.0,Sales,1,99,2,Sales Executive,5304,25275,No,23,80.0,1,2,High,High,Very High,Outstanding,Very High
897,1,Master,Medical,Male,Married,29,21d7ff0e-7e95-4033-85a7-a57150af336d,2014-03-23 18:24:11,4,0,0,4,Y,9.0,Dinamarca,0,Yes,Travel_Rarely,1092.0,Research & Development,1,36,1,Research Scientist,4787,26124,Yes,14,80.0,3,3,Low,High,Very High,Excellent,Medium
898,10,Bachelor,Marketing,Male,Single,33,50fa3e4c-a0bc-4567-adb6-75980a0d9fbd,2014-04-04 04:35:05,7,0,1,9,Y,3.0,Dakota del Norte,0,No,Travel_Frequently,508.0,Sales,1,46,2,Sales Executive,4682,4317,No,14,80.0,0,6,Medium,Medium,Very High,Excellent,High
899,15,Below College,Medical,Male,Married,33,5342eb5c-21f6-4a69-91a3-967e03172998,2014-04-14 23:42:05,3,5,6,15,Y,7.0,Misuri,0,Yes,Travel_Rarely,1277.0,Research & Development,1,56,3,Manager,13610,24619,Yes,12,80.0,0,2,Medium,High,High,Excellent,Very High
900,2,Below College,Medical,Male,Single,26,7fb81952-7a1b-4d5a-ba61-e4abbbbe4ac2,2014-05-12 08:10:12,1,0,0,5,,0.0,Connecticut,1,No,,683.0,Research & Development,1,36,1,Research Scientist,3904,4050,No,12,80.0,0,2,Low,Medium,Very High,Excellent,Very High
901,1,Doctor,Medical,Female,Single,36,12d6cd04-4d9e-4e82-93c7-5d0063ac4822,2014-05-14 20:14:24,3,0,0,7,Y,4.0,Maine,1,No,Non-Travel,845.0,Sales,1,45,2,Sales Executive,6653,15276,No,15,80.0,0,6,Very High,High,Very High,Excellent,Medium
902,19,Below College,Medical,Male,Married,25,a1437910-146d-4547-97d1-0642ad7cfd9f,2014-05-23 03:09:36,7,0,0,7,Y,3.0,Bélgica,1,No,Travel_Rarely,882.0,Research & Development,1,67,1,Laboratory Technician,3669,9075,No,11,80.0,3,6,Very High,High,Very High,Excellent,High
903,5,Master,Life Sciences,Male,Single,32,a24af124-09cb-4f94-bacd-0e6e1e6e8c93,2014-05-23 07:52:43,1,0,0,8,Y,8.0,Minnesota,1,No,Travel_Rarely,1373.0,Research & Development,1,56,2,Manufacturing Director,9679,10138,No,24,,0,1,Very High,Medium,Very High,Outstanding,Medium
904,18,,Life Sciences,Male,Divorced,49,bc73b6ae-1a4f-4cd0-a2ba-3c66a38d3413,2014-06-02 02:31:11,6,0,4,7,,1.0,Francia,0,No,Non-Travel,1002.0,Research & Development,1,92,2,Manufacturing Director,6804,23793,Yes,15,80.0,2,0,Very High,High,Very High,Excellent,Low
905,6,Master,Life Sciences,Male,Divorced,36,96df7c8b-8958-4a99-847d-01879930a84b,2014-06-07 16:56:13,10,1,7,7,Y,1.0,Maryland,1,No,Travel_Rarely,917.0,Research & Development,1,60,1,Laboratory Technician,2741,6865,No,14,,1,4,High,Low,High,Excellent,High
906,26,,Life Sciences,Male,Married,28,c9c4f1f2-c11c-4fac-935f-68b25147d8f4,2014-06-07 19:49:52,4,0,1,5,Y,1.0,Maine,0,No,Travel_Rarely,,Sales,1,48,2,Sales Executive,4724,24232,No,11,80.0,1,0,High,Medium,Low,Excellent,High
907,2,Bachelor,Medical,Male,Married,42,8cf07da5-7d3f-4c05-8fce-917fd1b32d2d,2014-06-09 21:44:29,1,0,0,4,Y,4.0,Carolina del Sur,0,No,Travel_Rarely,1210.0,Research & Development,1,68,1,Laboratory Technician,4841,24052,No,14,,1,3,High,Medium,Medium,Excellent,Medium
908,8,,Life Sciences,Female,Single,31,cfec588c-ec7a-454d-8938-53e68aa17378,2014-06-11 23:53:38,2,0,0,1,Y,1.0,Bélgica,0,Yes,Travel_Rarely,202.0,Research & Development,1,34,1,Research Scientist,1261,22262,No,12,,0,3,Low,Medium,Medium,Excellent,High
909,1,Bachelor,Other,Male,Married,45,7abfedb1-bb98-465d-88b8-e6cce67c0046,2014-06-13 20:24:07,9,1,6,25,Y,0.0,Austria,1,No,Travel_Rarely,252.0,Research & Development,1,70,5,Manager,19202,15970,No,11,80.0,1,2,High,Very High,Very High,Excellent,High
910,1,,Life Sciences,Female,Married,39,c3e874d7-35d3-499d-b75b-faa61e03dc29,2014-06-15 22:34:34,2,3,5,21,Y,1.0,Francia,1,No,Travel_Rarely,466.0,Research & Development,1,65,4,Manufacturing Director,12742,7060,No,16,80.0,1,3,Very High,Medium,Very High,Excellent,High
911,4,Below College,Medical,Female,Married,40,f682a9f7-0e25-412c-9a71-8dc44546109b,2014-06-19 07:50:37,10,3,5,21,Y,1.0,Dakota del Norte,0,No,Travel_Rarely,989.0,Research & Development,1,46,5,Manager,19033,6499,No,14,80.0,1,2,Very High,High,High,Excellent,Medium
912,4,Master,Marketing,Male,Single,42,bea2a23f-11d3-46ee-b732-b88eddf3c27e,2014-06-22 00:02:03,3,0,5,9,Y,7.0,República Checa,1,No,Travel_Rarely,647.0,Sales,1,45,2,Sales Executive,5155,2253,No,13,,0,3,Medium,High,Low,Excellent,Very High
913,2,Below College,Life Sciences,Male,Single,27,36f3f81f-ed99-4e5a-884f-c0a4339267da,2014-06-27 21:11:01,9,0,0,8,,3.0,Dinamarca,0,No,Travel_Frequently,,Sales,1,43,2,Sales Executive,5071,20392,No,20,80.0,0,3,Very High,Low,Very High,Outstanding,Medium
914,1,,Other,Male,Divorced,34,877f112e-b8a7-4ce4-bcaf-5bfe08b862a2,2014-06-30 21:11:32,7,0,0,10,Y,5.0,España,0,No,Travel_Frequently,560.0,Research & Development,1,91,1,Research Scientist,2996,20284,No,14,,2,2,Very High,High,Low,Excellent,High
915,18,Master,Medical,Male,Married,55,05346d62-fb75-470a-ab52-477d4d927703,2014-07-01 11:52:08,4,5,0,17,Y,3.0,Luisiana,1,No,Travel_Frequently,135.0,Research & Development,1,62,2,Healthcare Representative,6385,12992,Yes,14,,2,3,High,High,Medium,Excellent,Very High
916,1,Bachelor,Medical,Male,Married,32,df69250f-1f5d-411e-abd4-14858251fd49,2014-07-02 01:37:26,10,6,3,9,,1.0,Italia,0,No,,427.0,Research & Development,1,33,2,Manufacturing Director,6162,10877,Yes,22,80.0,1,3,Low,High,Very High,Outstanding,
917,1,Below College,Life Sciences,Male,Married,30,94265c34-bbff-4ff2-8840-69968ed3c49a,2014-07-05 15:34:24,10,1,0,10,Y,1.0,Luisiana,1,No,Travel_Rarely,852.0,Research & Development,1,55,2,Laboratory Technician,5126,15998,Yes,12,80.0,2,1,Very High,Medium,Very High,Excellent,High
