Año,Cód CCAA (Todas),Desc CCAA (Todas),NCODI,FINALIDAD agrupada para Anonimización,Cód Grupo Finalidad,Cód Pertenencia SNS,Desc Pertenencia SNS
2017,"16","PAÍS VASCO",782,"Agudos",1,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",369,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",713,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",941,"Otros",2,2,"Privados"
2017,"16","PAÍS VASCO",1091,"Otros",2,1,"Públicos-SNS"
2017,"16","PAÍS VASCO",1045,"Agudos",1,2,"Privados"
2017,"16","PAÍS VASCO",1086,"Agudos",1,2,"Privados"
2017,"21","LA RIOJA-CEUTA-MELILLA",748,"Agudos",1,1,"Públicos-SNS"
2017,"21","LA RIOJA-CEUTA-MELILLA",198,"Otros",2,1,"Públicos-SNS"
2017,"21","LA RIOJA-CEUTA-MELILLA",871,"Agudos",1,1,"Públicos-SNS"
2017,"21","LA RIOJA-CEUTA-MELILLA",948,"Agudos",1,2,"Privados"
2017,"21","LA RIOJA-CEUTA-MELILLA",1051,"Otros",2,1,"Públicos-SNS"
2017,"21","LA RIOJA-CEUTA-MELILLA",1083,"Otros",2,1,"Públicos-SNS"
2017,"21","LA RIOJA-CEUTA-MELILLA",1096,"Otros",2,1,"Públicos-SNS"
2017,"21","LA RIOJA-CEUTA-MELILLA",1047,"Agudos",1,1,"Públicos-SNS"
2017,"21","LA RIOJA-CEUTA-MELILLA",635,"Agudos",1,1,"Públicos-SNS"
